successful_update,pair_indices,pair_keys
3058,74;115;57;17;42;88;15;87,study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p21:target_t17_400:source_t0_800
3059,22;28;136;75;105;112;101;85,study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p21:target_t9_1200:source_t18_1200
3060,48;30;38;114;73;124;147;25,study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p03:target_t24_400:source_t11_0
3061,66;62;19;135;11;115;49;79,study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p21:target_t3_1200:source_t16_400
3062,86;61;42;91;29;6;20;77,study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p21:target_t3_400:source_t15_800
3063,74;133;151;52;89;122;72;138,study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p26:target_t5_0:source_t7_0
3064,118;112;144;111;137;53;107;39,study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p19:target_t6_1200:source_t4_800
3065,83;55;94;64;32;22;63;141,study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p26:target_t5_1200:source_t7_1200
3066,24;7;125;87;17;15;21;36,study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p19:target_t6_0:source_t2_800
3067,88;80;123;57;97;33;0;68,study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p20:target_t10_800:source_t0_0
3068,18;31;23;119;150;104;34;14,study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p03:target_t10_800:source_t2_0
3069,75;50;76;35;140;60;100;45,study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p19:target_t16_400:source_t9_0
3070,121;4;3;13;54;126;102;134,study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p26:target_t2_0:source_t1_400
3071,59;148;8;26;84;128;81;27,study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p03:target_t24_1200:source_t12_400
3072,142;117;101;143;56;28;41;116,study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p23:target_t2_800:source_t1_0
3073,85;10;99;132;95;37;1;108,study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p22:target_t12_800:source_t11_0
3074,131;130;127;82;5;129;44;149,study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p27:target_t16_1200:source_t1_800
3075,146;65;105;103;67;145;113;90,study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p22:target_t1_0:source_t2_800
3076,92;69;93;12;9;98;51;40,study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p19:target_t8_0:source_t4_1200
3077,139;47;78;110;46;106;120;136,study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p26:target_t2_800:source_t1_1200
3078,16;2;58;96;70;109;71;43,study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p19:target_t8_1200:source_t7_800
3079,134;24;113;53;126;84;59;93,study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p22:target_t1_1200:source_t3_400
3080,25;72;17;108;33;82;130;89,study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p21:target_t17_1200:source_t1_400
3081,149;37;35;116;11;19;83;65,study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p20:target_t9_1200:source_t21_400
3082,0;29;42;52;78;95;80;77,study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p21:target_t3_400:source_t15_800
3083,79;8;150;142;21;117;48;102,study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p22:target_t8_0:source_t6_800
3084,112;120;66;41;62;57;58;38,study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p19:target_t6_800:source_t4_400
3085,110;7;2;9;63;105;43;32,study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p19:target_t3_0:source_t0_800
3086,137;81;101;86;10;6;14;23,study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p03:target_t22_1200:source_t8_800
3087,18;67;34;4;5;104;115;55,study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p19:target_t19_1200:source_t12_800
3088,151;39;73;68;85;106;99;145,study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p26:target_t13_1200:source_t8_1200
3089,88;127;64;128;114;1;61;125,study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p23:target_t5_1200:source_t6_400
3090,51;47;44;13;123;124;111;139,study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p26:target_t5_400:source_t7_400
3091,90;30;135;40;60;143;76;36,study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p19:target_t6_0:source_t2_800
3092,20;131;147;22;54;96;28;94,study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p22:target_t4_0:source_t3_800
3093,148;100;16;87;118;12;50;119,study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p23:target_t4_400:source_t1_1200
3094,146;45;109;133;103;75;97;70,study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p20:target_t16_0:source_t0_800
3095,122;3;136;27;144;140;56;69,study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p20:target_t10_1200:source_t0_400
3096,92;98;132;49;91;141;26;15,study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p03:target_t10_1200:source_t2_400
3097,138;31;129;71;46;107;74;121,study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p23:target_t4_1200:source_t3_400
3098,79;102;91;4;142;132;96;61,study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p20:target_t6_400:source_t20_0
3099,55;87;138;6;146;72;63;128,study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p23:target_t8_800:source_t9_0
3100,131;73;56;86;100;37;98;60,study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p20:target_t6_0:source_t19_1200
3101,1;7;66;51;34;50;122;39,study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p19:target_t6_1200:source_t4_800
3102,5;14;118;110;89;64;31;65,study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p20:target_t9_1200:source_t21_400
3103,137;62;29;40;53;92;139;106,study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p22:target_t12_0:source_t9_800
3104,84;141;57;120;36;10;27;2,study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p03:target_t3_800:source_t21_0
3105,21;95;33;123;148;43;12;129,study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p23:target_t8_1200:source_t9_400
3106,20;67;149;101;113;150;11;52,study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p19:target_t19_0:source_t11_1200
3107,42;114;68;80;3;145;125;9,study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p03:target_t9_400:source_t23_1200
3108,112;99;93;127;13;103;19;126,study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p23:target_t8_0:source_t6_800
3109,44;82;119;116;121;32;81;140,study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p26:target_t5_800:source_t7_800
3110,30;143;38;104;17;124;71;46,study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p19:target_t16_800:source_t9_400
3111,134;105;41;88;70;48;35;75,study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p20:target_t17_400:source_t4_1200
3112,45;0;94;78;135;59;8;28,study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p03:target_t25_0:source_t12_800
3113,23;151;109;117;76;54;15;18,study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p03:target_t18_800:source_t7_400
3114,24;58;49;77;133;111;25;144,study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p26:target_t13_800:source_t8_800
3115,147;85;74;47;22;16;107;97,study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p22:target_t4_1200:source_t5_400
3116,115;108;26;130;83;136;69;90,study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p22:target_t1_0:source_t2_800
3117,30;119;86;0;13;81;53;64,study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p20:target_t9_800:source_t20_1200
3118,99;136;25;72;48;61;107;19,study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p03:target_t18_1200:source_t7_800
3119,126;85;146;38;90;60;43;138,study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p26:target_t5_0:source_t7_0
3120,40;24;141;83;77;6;52;65,study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p20:target_t9_1200:source_t21_400
3121,55;8;108;18;21;14;2;106,study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p22:target_t12_0:source_t9_800
3122,5;110;17;36;62;49;29;97,study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p22:target_t4_1200:source_t5_400
3123,82;117;84;116;142;35;20;96,study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p22:target_t4_800:source_t5_0
3124,133;103;115;41;148;44;26;114,study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p23:target_t2_0:source_t0_800
