successful_update,pair_indices,pair_keys
3459,346;93;614;397;189;582;40;670,study05/study05_p45:target_t30_512:source_t13_512;study05/study05_p10:target_t18_1024:source_t2_0;study05/study05_p49:target_t14_1536:source_t0_1024;study05/study05_p46:target_t24_1024:source_t3_512;study05/study05_p24:target_t25_512:source_t9_1536;study05/study05_p48:target_t30_1536:source_t11_1536;study05/study05_p06:target_t27_0:source_t10_1024;study05/study05_p50:target_t26_1024:source_t7_0
3460,184;500;100;190;303;114;487;66,study05/study05_p24:target_t23_1024:source_t8_1024;study05/study05_p47:target_t28_1536:source_t13_1024;study05/study05_p10:target_t20_512:source_t3_1536;study05/study05_p24:target_t25_1024:source_t10_0;study05/study05_p44:target_t35_1536:source_t3_512;study05/study05_p10:target_t23_1536:source_t7_512;study05/study05_p47:target_t25_1024:source_t9_1536;study05/study05_p06:target_t33_1536:source_t0_512
3461,588;645;491;305;628;578;43;558,study05/study05_p48:target_t32_1024:source_t0_512;study05/study05_p50:target_t16_1536:source_t0_1536;study05/study05_p47:target_t26_1024:source_t10_1536;study05/study05_p45:target_t17_512:source_t2_512;study05/study05_p49:target_t20_0:source_t4_0;study05/study05_p48:target_t29_1024:source_t10_1536;study05/study05_p06:target_t27_1536:source_t11_512;study05/study05_p48:target_t23_1024:source_t5_1536
3462,641;634;219;89;438;234;580;111,study05/study05_p49:target_t25_1536:source_t8_512;study05/study05_p49:target_t22_1536:source_t5_1024;study05/study05_p24:target_t32_1536:source_t2_1024;study05/study05_p10:target_t17_1024:source_t1_0;study05/study05_p46:target_t35_512:source_t14_512;study05/study05_p44:target_t18_1024:source_t12_1536;study05/study05_p48:target_t30_512:source_t11_512;study05/study05_p10:target_t23_0:source_t6_1024
3463,469;433;52;504;87;91;69;318,study05/study05_p47:target_t21_0:source_t4_1024;study05/study05_p46:target_t34_0:source_t12_1536;study05/study05_p06:target_t30_512:source_t13_1536;study05/study05_p47:target_t29_1536:source_t14_1024;study05/study05_p10:target_t17_0:source_t0_1024;study05/study05_p10:target_t18_0:source_t1_1024;study05/study05_p06:target_t34_1024:source_t1_0;study05/study05_p45:target_t21_512:source_t5_1024
3464,157;684;2;218;483;345;597;243,study05/study05_p10:target_t34_1024:source_t2_0;study05/study05_p50:target_t30_0:source_t10_1024;study05/study05_p06:target_t17_1024:source_t1_0;study05/study05_p24:target_t32_1024:source_t2_512;study05/study05_p47:target_t24_1024:source_t8_1536;study05/study05_p45:target_t30_0:source_t13_0;study05/study05_p48:target_t35_1536:source_t2_1024;study05/study05_p44:target_t20_1536:source_t1_0
3465,669;583;551;31;210;212;71;304,study05/study05_p50:target_t25_1536:source_t6_1536;study05/study05_p48:target_t31_512:source_t12_512;study05/study05_p48:target_t21_1536:source_t4_0;study05/study05_p06:target_t24_1536:source_t8_512;study05/study05_p24:target_t30_1024:source_t0_512;study05/study05_p24:target_t31_0:source_t0_1536;study05/study05_p06:target_t35_0:source_t1_1024;study05/study05_p45:target_t17_0:source_t2_0
3466,7;80;352;347;146;187;436;666,study05/study05_p06:target_t18_1536:source_t2_512;study05/study05_p06:target_t37_512:source_t3_1536;study05/study05_p45:target_t31_1536:source_t15_512;study05/study05_p45:target_t30_1024:source_t13_1024;study05/study05_p10:target_t31_1536:source_t16_512;study05/study05_p24:target_t24_1024:source_t9_512;study05/study05_p46:target_t34_1536:source_t13_1024;study05/study05_p50:target_t25_0:source_t6_0
3467,0;443;46;145;636;88;233;325,study05/study05_p06:target_t17_0:source_t0_1024;study05/study05_p46:target_t36_1024:source_t15_1024;study05/study05_p06:target_t28_1536:source_t12_0;study05/study05_p10:target_t31_1024:source_t16_0;study05/study05_p49:target_t23_512:source_t6_1024;study05/study05_p10:target_t17_512:source_t0_1536;study05/study05_p44:target_t18_512:source_t12_1024;study05/study05_p45:target_t23_1536:source_t7_512
3468,298;378;128;384;403;195;460;510,study05/study05_p44:target_t34_1024:source_t2_0;study05/study05_p46:target_t19_1536:source_t16_1024;study05/study05_p10:target_t27_512:source_t11_512;study05/study05_p46:target_t21_512:source_t0_0;study05/study05_p46:target_t26_0:source_t4_1536;study05/study05_p24:target_t26_1536:source_t12_512;study05/study05_p47:target_t18_1536:source_t2_512;study05/study05_p47:target_t31_512:source_t16_1536
3469,400;380;103;563;682;461;608;251,study05/study05_p46:target_t25_512:source_t4_0;study05/study05_p46:target_t20_512:source_t17_0;study05/study05_p10:target_t21_0:source_t4_1024;study05/study05_p48:target_t25_0:source_t7_0;study05/study05_p50:target_t29_1024:source_t10_0;study05/study05_p47:target_t19_0:source_t2_1024;study05/study05_p49:target_t13_0:source_t10_0;study05/study05_p44:target_t22_1536:source_t3_0
3470,567;559;393;168;220;585;206;592,study05/study05_p48:target_t26_0:source_t8_0;study05/study05_p48:target_t24_0:source_t6_0;study05/study05_p46:target_t23_1024:source_t2_512;study05/study05_p10:target_t37_512:source_t4_1536;study05/study05_p44:target_t15_0:source_t8_0;study05/study05_p48:target_t31_1536:source_t13_512;study05/study05_p24:target_t29_1024:source_t16_512;study05/study05_p48:target_t34_0:source_t1_512
3471,67;527;681;495;331;112;302;509,study05/study05_p06:target_t34_0:source_t0_1024;study05/study05_p48:target_t15_1024:source_t11_0;study05/study05_p50:target_t29_512:source_t9_1536;study05/study05_p47:target_t27_1024:source_t12_0;study05/study05_p45:target_t25_1536:source_t9_0;study05/study05_p10:target_t23_512:source_t6_1536;study05/study05_p44:target_t35_1024:source_t3_0;study05/study05_p47:target_t31_0:source_t16_1024
3472,417;64;207;532;140;169;154;514,study05/study05_p46:target_t30_0:source_t8_512;study05/study05_p06:target_t33_512:source_t16_1536;study05/study05_p24:target_t29_1536:source_t16_1024;study05/study05_p48:target_t16_1536:source_t12_1536;study05/study05_p10:target_t30_512:source_t14_1024;study05/study05_p10:target_t37_1024:source_t5_0;study05/study05_p10:target_t33_1536:source_t1_512;study05/study05_p47:target_t32_512:source_t0_1536
3473,424;593;473;447;306;327;409;177,study05/study05_p46:target_t31_1536:source_t10_0;study05/study05_p48:target_t34_512:source_t1_1024;study05/study05_p47:target_t22_0:source_t5_1024;study05/study05_p46:target_t37_1024:source_t16_1024;study05/study05_p45:target_t18_0:source_t2_1024;study05/study05_p45:target_t24_1536:source_t8_0;study05/study05_p46:target_t27_1024:source_t6_512;study05/study05_p24:target_t20_0:source_t6_1536
3474,602;245;402;70;412;615;351;338,study05/study05_p49:target_t11_512:source_t8_512;study05/study05_p44:target_t21_512:source_t1_1024;study05/study05_p46:target_t25_1536:source_t4_1024;study05/study05_p06:target_t34_1536:source_t1_512;study05/study05_p46:target_t28_1536:source_t7_0;study05/study05_p49:target_t15_0:source_t0_1536;study05/study05_p45:target_t31_1024:source_t14_1536;study05/study05_p45:target_t27_1024:source_t10_1536
3475,164;423;533;697;626;341;663;315,study05/study05_p10:target_t36_512:source_t3_1536;study05/study05_p46:target_t31_1024:source_t9_1536;study05/study05_p48:target_t17_0:source_t13_512;study05/study05_p50:target_t35_0:source_t13_1536;study05/study05_p49:target_t19_1024:source_t3_1024;study05/study05_p45:target_t29_0:source_t11_1536;study05/study05_p50:target_t23_1024:source_t5_512;study05/study05_p45:target_t20_512:source_t4_1536
3476,685;613;13;388;668;647;170;279,study05/study05_p50:target_t30_512:source_t10_1536;study05/study05_p49:target_t14_1024:source_t0_512;study05/study05_p06:target_t20_512:source_t3_1536;study05/study05_p46:target_t22_512:source_t1_0;study05/study05_p50:target_t25_1024:source_t6_1024;study05/study05_p50:target_t17_1536:source_t1_512;study05/study05_p10:target_t37_1536:source_t5_512;study05/study05_p44:target_t29_1536:source_t10_1024
3477,440;368;28;159;361;4;270;498,study05/study05_p46:target_t35_1536:source_t14_1536;study05/study05_p45:target_t36_512:source_t2_1024;study05/study05_p06:target_t24_0:source_t7_1024;study05/study05_p10:target_t35_0:source_t2_1024;study05/study05_p45:target_t34_512:source_t0_1536;study05/study05_p06:target_t18_0:source_t1_1024;study05/study05_p44:target_t27_1024:source_t7_1536;study05/study05_p47:target_t28_512:source_t13_0
3478,606;208;624;322;524;661;257;72,study05/study05_p49:target_t12_1024:source_t9_1024;study05/study05_p24:target_t30_0:source_t16_1536;study05/study05_p49:target_t18_1536:source_t3_0;study05/study05_p45:target_t23_0:source_t6_1024;study05/study05_p47:target_t34_1536:source_t3_512;study05/study05_p50:target_t23_0:source_t4_1536;study05/study05_p44:target_t24_512:source_t4_1024;study05/study05_p06:target_t35_512:source_t1_1536
3479,131;150;649;539;176;121;492;230,study05/study05_p10:target_t28_0:source_t12_512;study05/study05_p10:target_t32_1536:source_t0_512;study05/study05_p50:target_t18_512:source_t1_1536;study05/study05_p48:target_t18_1536:source_t1_0;study05/study05_p24:target_t17_512:source_t6_1024;study05/study05_p10:target_t25_1024:source_t9_512;study05/study05_p47:target_t26_1536:source_t11_512;study05/study05_p44:target_t17_1024:source_t11_512
3480,462;23;506;78;394;254;651;326,study05/study05_p47:target_t19_512:source_t2_1536;study05/study05_p06:target_t22_1536:source_t6_512;study05/study05_p47:target_t30_512:source_t15_1024;study05/study05_p06:target_t36_1536:source_t3_512;study05/study05_p46:target_t23_1536:source_t2_1024;study05/study05_p44:target_t23_1024:source_t3_1536;study05/study05_p50:target_t19_512:source_t2_512;study05/study05_p45:target_t24_1024:source_t7_1024
3481,362;272;204;547;292;119;501;319,study05/study05_p45:target_t34_1024:source_t1_0;study05/study05_p44:target_t28_0:source_t8_512;study05/study05_p24:target_t29_0:source_t15_1024;study05/study05_p48:target_t20_1536:source_t3_0;study05/study05_p44:target_t33_0:source_t0_1024;study05/study05_p10:target_t25_0:source_t8_1024;study05/study05_p47:target_t29_0:source_t13_1536;study05/study05_p45:target_t21_1536:source_t5_1536
3482,561;37;335;297;386;182;429;205,study05/study05_p48:target_t24_1024:source_t6_1024;study05/study05_p06:target_t26_512:source_t9_1536;study05/study05_p45:target_t26_1536:source_t10_0;study05/study05_p44:target_t34_512:source_t1_1536;study05/study05_p46:target_t21_1536:source_t0_1024;study05/study05_p24:target_t23_0:source_t8_0;study05/study05_p46:target_t33_0:source_t11_512;study05/study05_p24:target_t29_512:source_t16_0
3483,101;133;60;36;568;654;329;85,study05/study05_p10:target_t20_1024:source_t4_0;study05/study05_p10:target_t28_1024:source_t12_1536;study05/study05_p06:target_t32_512:source_t15_1536;study05/study05_p06:target_t26_0:source_t9_1024;study05/study05_p48:target_t26_512:source_t8_512;study05/study05_p50:target_t20_1024:source_t3_0;study05/study05_p45:target_t25_512:source_t8_1024;study05/study05_p06:target_t38_1024:source_t5_0
3484,18;598;548;508;334;646;149;266,study05/study05_p06:target_t21_1024:source_t5_0;study05/study05_p48:target_t36_0:source_t2_1536;study05/study05_p48:target_t21_0:source_t3_512;study05/study05_p47:target_t30_1536:source_t16_512;study05/study05_p45:target_t26_1024:source_t9_1536;study05/study05_p50:target_t17_0:source_t1_0;study05/study05_p10:target_t32_1024:source_t0_0;study05/study05_p44:target_t26_1024:source_t6_1536
3485,48;540;73;631;688;330;271;396,study05/study05_p06:target_t29_512:source_t12_1024;study05/study05_p48:target_t19_0:source_t1_512;study05/study05_p06:target_t35_1024:source_t2_0;study05/study05_p49:target_t21_512:source_t4_1536;study05/study05_p50:target_t31_1536:source_t11_1024;study05/study05_p45:target_t25_1024:source_t8_1536;study05/study05_p44:target_t27_1536:source_t8_0;study05/study05_p46:target_t24_512:source_t3_0
3486,571;82;665;290;138;678;156;531,study05/study05_p48:target_t27_512:source_t9_0;study05/study05_p06:target_t37_1536:source_t4_512;study05/study05_p50:target_t24_1024:source_t5_1536;study05/study05_p44:target_t32_1024:source_t0_0;study05/study05_p10:target_t29_1536:source_t14_0;study05/study05_p50:target_t28_1024:source_t9_0;study05/study05_p10:target_t34_512:source_t1_1536;study05/study05_p48:target_t16_1024:source_t12_512
3487,41;232;355;503;484;650;49;607,study05/study05_p06:target_t27_512:source_t10_1536;study05/study05_p44:target_t18_0:source_t11_1536;study05/study05_p45:target_t32_1024:source_t16_0;study05/study05_p47:target_t29_1024:source_t14_512;study05/study05_p47:target_t24_1536:source_t9_0;study05/study05_p50:target_t19_0:source_t2_0;study05/study05_p06:target_t29_1024:source_t13_0;study05/study05_p49:target_t12_1536:source_t9_1536
3488,278;17;356;535;455;644;246;448,study05/study05_p44:target_t29_1024:source_t9_1536;study05/study05_p06:target_t21_512:source_t4_1536;study05/study05_p45:target_t32_1536:source_t16_512;study05/study05_p48:target_t17_1024:source_t0_0;study05/study05_p47:target_t17_1024:source_t1_0;study05/study05_p50:target_t16_0:source_t0_1024;study05/study05_p44:target_t21_1024:source_t1_1536;study05/study05_p46:target_t37_1536:source_t16_1536
3489,34;494;693;391;328;228;203;523,study05/study05_p06:target_t25_1024:source_t9_0;study05/study05_p47:target_t27_512:source_t11_1536;study05/study05_p50:target_t33_1536:source_t12_1536;study05/study05_p46:target_t23_0:source_t1_1536;study05/study05_p45:target_t25_0:source_t8_512;study05/study05_p44:target_t17_0:source_t10_1024;study05/study05_p24:target_t28_1536:source_t15_512;study05/study05_p47:target_t34_1024:source_t3_0
3490,107;478;470;382;211;139;282;371,study05/study05_p10:target_t22_0:source_t5_1024;study05/study05_p47:target_t23_512:source_t7_0;study05/study05_p47:target_t21_512:source_t4_1536;study05/study05_p46:target_t20_1536:source_t17_1024;study05/study05_p24:target_t30_1536:source_t0_1024;study05/study05_p10:target_t30_0:source_t14_512;study05/study05_p44:target_t30_1024:source_t11_1024;study05/study05_p46:target_t18_0:source_t14_1536
3491,294;415;463;20;477;404;574;437,study05/study05_p44:target_t33_1024:source_t1_0;study05/study05_p46:target_t29_1024:source_t7_1536;study05/study05_p47:target_t19_1024:source_t3_0;study05/study05_p06:target_t22_0:source_t5_1024;study05/study05_p47:target_t23_0:source_t6_1536;study05/study05_p46:target_t26_512:source_t5_0;study05/study05_p48:target_t28_0:source_t9_1536;study05/study05_p46:target_t35_0:source_t13_1536
3492,130;590;213;344;274;151;178;556,study05/study05_p10:target_t27_1536:source_t11_1536;study05/study05_p48:target_t33_0:source_t0_1536;study05/study05_p24:target_t31_512:source_t1_0;study05/study05_p45:target_t29_1536:source_t12_1536;study05/study05_p44:target_t28_1024:source_t8_1536;study05/study05_p10:target_t33_0:source_t0_1024;study05/study05_p24:target_t21_0:source_t7_0;study05/study05_p48:target_t23_0:source_t5_512
3493,162;94;248;692;136;214;314;379,study05/study05_p10:target_t35_1536:source_t3_512;study05/study05_p10:target_t18_1536:source_t2_512;study05/study05_p44:target_t22_0:source_t2_512;study05/study05_p50:target_t33_1024:source_t12_1024;study05/study05_p10:target_t29_512:source_t13_1024;study05/study05_p24:target_t31_1024:source_t1_512;study05/study05_p45:target_t20_0:source_t4_1024;study05/study05_p46:target_t20_0:source_t16_1536
3494,155;129;573;137;520;499;253;68,study05/study05_p10:target_t34_0:source_t1_1024;study05/study05_p10:target_t27_1024:source_t11_1024;study05/study05_p48:target_t27_1536:source_t9_1024;study05/study05_p10:target_t29_1024:source_t13_1536;study05/study05_p47:target_t33_1536:source_t2_512;study05/study05_p47:target_t28_1024:source_t13_512;study05/study05_p44:target_t23_512:source_t3_1024;study05/study05_p06:target_t34_512:source_t0_1536
3495,276;480;308;348;280;152;141;689,study05/study05_p44:target_t29_0:source_t9_512;study05/study05_p47:target_t23_1536:source_t7_1024;study05/study05_p45:target_t18_1024:source_t3_0;study05/study05_p45:target_t30_1536:source_t13_1536;study05/study05_p44:target_t30_0:source_t11_0;study05/study05_p10:target_t33_512:source_t0_1536;study05/study05_p10:target_t30_1024:source_t15_0;study05/study05_p50:target_t32_0:source_t11_1536
3496,15;536;181;277;26;698;6;10,study05/study05_p06:target_t20_1536:source_t4_512;study05/study05_p48:target_t17_1536:source_t0_512;study05/study05_p24:target_t22_1536:source_t7_1536;study05/study05_p44:target_t29_512:source_t9_1024;study05/study05_p06:target_t23_1024:source_t7_0;study05/study05_p50:target_t35_512:source_t14_0;study05/study05_p06:target_t18_1024:source_t2_0;study05/study05_p06:target_t19_1024:source_t3_0
3497,579;671;512;313;596;209;622;367,study05/study05_p48:target_t30_0:source_t11_0;study05/study05_p50:target_t26_1536:source_t7_512;study05/study05_p47:target_t31_1536:source_t0_512;study05/study05_p45:target_t19_1536:source_t4_512;study05/study05_p48:target_t35_0:source_t2_512;study05/study05_p24:target_t30_512:source_t0_0;study05/study05_p49:target_t18_512:source_t2_1024;study05/study05_p45:target_t35_1536:source_t2_512
3498,194;575;599;659;485;281;569;172,study05/study05_p24:target_t26_1024:source_t11_1536;study05/study05_p48:target_t28_512:source_t10_0;study05/study05_p48:target_t36_512:source_t3_0;study05/study05_p50:target_t22_0:source_t4_512;study05/study05_p47:target_t25_0:source_t9_512;study05/study05_p44:target_t30_512:source_t11_512;study05/study05_p48:target_t26_1024:source_t8_1024;study05/study05_p10:target_t38_512:source_t5_1536
3499,132;657;370;191;413;372;502;92,study05/study05_p10:target_t28_512:source_t12_1024;study05/study05_p50:target_t21_512:source_t3_1536;study05/study05_p45:target_t36_1536:source_t3_0;study05/study05_p24:target_t25_1536:source_t10_512;study05/study05_p46:target_t29_0:source_t7_512;study05/study05_p46:target_t18_512:source_t15_0;study05/study05_p47:target_t29_512:source_t14_0;study05/study05_p10:target_t18_512:source_t1_1536
3500,238;310;377;11;33;167;247;648,study05/study05_p44:target_t19_1024:source_t14_1536;study05/study05_p45:target_t19_0:source_t3_1024;study05/study05_p46:target_t19_1024:source_t16_512;study05/study05_p06:target_t19_1536:source_t3_512;study05/study05_p06:target_t25_512:source_t8_1536;study05/study05_p10:target_t37_0:source_t4_1024;study05/study05_p44:target_t21_1536:source_t2_0;study05/study05_p50:target_t18_0:source_t1_1024
3501,321;383;235;565;399;86;143;65,study05/study05_p45:target_t22_1536:source_t6_512;study05/study05_p46:target_t21_0:source_t17_1536;study05/study05_p44:target_t18_1536:source_t13_512;study05/study05_p48:target_t25_1024:source_t7_1024;study05/study05_p46:target_t25_0:source_t3_1536;study05/study05_p06:target_t38_1536:source_t5_512;study05/study05_p10:target_t31_0:source_t15_1024;study05/study05_p06:target_t33_1024:source_t0_0
3502,217;640;672;47;442;610;192;267,study05/study05_p24:target_t32_512:source_t2_0;study05/study05_p49:target_t24_1024:source_t7_1536;study05/study05_p50:target_t27_0:source_t7_1024;study05/study05_p06:target_t29_0:source_t12_512;study05/study05_p46:target_t36_512:source_t15_512;study05/study05_p49:target_t13_1024:source_t10_1024;study05/study05_p24:target_t26_0:source_t10_1024;study05/study05_p44:target_t26_1536:source_t7_0
3503,428;102;497;611;224;584;98;449,study05/study05_p46:target_t32_1536:source_t11_0;study05/study05_p10:target_t20_1536:source_t4_512;study05/study05_p47:target_t28_0:source_t12_1024;study05/study05_p49:target_t13_1536:source_t10_1536;study05/study05_p44:target_t16_0:source_t9_0;study05/study05_p48:target_t31_1024:source_t12_1536;study05/study05_p10:target_t19_1536:source_t3_512;study05/study05_p46:target_t38_0:source_t17_0
3504,364;105;620;496;1;577;664;301,study05/study05_p45:target_t35_0:source_t1_1024;study05/study05_p10:target_t21_1024:source_t5_0;study05/study05_p49:target_t16_512:source_t2_0;study05/study05_p47:target_t27_1536:source_t12_512;study05/study05_p06:target_t17_512:source_t0_1536;study05/study05_p48:target_t29_512:source_t10_1024;study05/study05_p50:target_t23_1536:source_t5_1024;study05/study05_p44:target_t35_512:source_t2_1536
3505,526;488;482;174;201;557;249;350,study05/study05_p48:target_t15_512:source_t10_1536;study05/study05_p47:target_t25_1536:source_t10_0;study05/study05_p47:target_t24_512:source_t8_1024;study05/study05_p10:target_t38_1536:source_t6_512;study05/study05_p24:target_t28_512:source_t14_1536;study05/study05_p48:target_t23_512:source_t5_1024;study05/study05_p44:target_t22_512:source_t2_1024;study05/study05_p45:target_t31_512:source_t14_1024
3506,125;30;589;490;562;444;179;252,study05/study05_p10:target_t26_1024:source_t10_512;study05/study05_p06:target_t24_1024:source_t8_0;study05/study05_p48:target_t32_1536:source_t0_1024;study05/study05_p47:target_t26_512:source_t10_1024;study05/study05_p48:target_t24_1536:source_t6_1536;study05/study05_p46:target_t36_1536:source_t15_1536;study05/study05_p24:target_t21_512:source_t7_512;study05/study05_p44:target_t23_0:source_t3_512
3507,216;458;694;61;427;307;408;450,study05/study05_p24:target_t32_0:source_t1_1536;study05/study05_p47:target_t18_512:source_t1_1536;study05/study05_p50:target_t34_0:source_t13_0;study05/study05_p06:target_t32_1024:source_t16_0;study05/study05_p46:target_t32_1024:source_t10_1536;study05/study05_p45:target_t18_512:source_t2_1536;study05/study05_p46:target_t27_512:source_t6_0;study05/study05_p46:target_t38_512:source_t17_512
3508,405;44;420;696;309;389;538;56,study05/study05_p46:target_t26_1024:source_t5_512;study05/study05_p06:target_t28_512:source_t11_1024;study05/study05_p46:target_t30_1536:source_t9_0;study05/study05_p50:target_t34_1024:source_t13_1024;study05/study05_p45:target_t18_1536:source_t3_512;study05/study05_p46:target_t22_1024:source_t1_512;study05/study05_p48:target_t18_1024:source_t0_1536;study05/study05_p06:target_t31_512:source_t14_1536
3509,476;453;79;24;21;62;161;25,study05/study05_p47:target_t22_1536:source_t6_512;study05/study05_p47:target_t17_0:source_t0_1024;study05/study05_p06:target_t37_0:source_t3_1024;study05/study05_p06:target_t23_0:source_t6_1024;study05/study05_p06:target_t22_512:source_t5_1536;study05/study05_p06:target_t32_1536:source_t16_512;study05/study05_p10:target_t35_1024:source_t3_0;study05/study05_p06:target_t23_512:source_t6_1536
3510,522;59;486;263;564;374;320;623,study05/study05_p47:target_t34_512:source_t2_1536;study05/study05_p06:target_t32_0:source_t15_1024;study05/study05_p47:target_t25_512:source_t9_1024;study05/study05_p44:target_t25_1536:source_t6_0;study05/study05_p48:target_t25_512:source_t7_512;study05/study05_p46:target_t18_1536:source_t15_1024;study05/study05_p45:target_t22_0:source_t6_0;study05/study05_p49:target_t18_1024:source_t2_1536
3511,242;63;165;660;118;264;656;84,study05/study05_p44:target_t20_1024:source_t0_1536;study05/study05_p06:target_t33_0:source_t16_1024;study05/study05_p10:target_t36_1024:source_t4_0;study05/study05_p50:target_t22_512:source_t4_1024;study05/study05_p10:target_t24_1536:source_t8_512;study05/study05_p44:target_t26_0:source_t6_512;study05/study05_p50:target_t21_0:source_t3_1024;study05/study05_p06:target_t38_512:source_t4_1536
3512,534;77;467;625;422;349;83;163,study05/study05_p48:target_t17_512:source_t14_512;study05/study05_p06:target_t36_1024:source_t3_0;study05/study05_p47:target_t20_1024:source_t4_0;study05/study05_p49:target_t19_512:source_t3_512;study05/study05_p46:target_t31_512:source_t9_1024;study05/study05_p45:target_t31_0:source_t14_0;study05/study05_p06:target_t38_0:source_t4_1024;study05/study05_p10:target_t36_0:source_t3_1024
3513,50;287;29;529;481;466;426;273,study05/study05_p06:target_t29_1536:source_t13_512;study05/study05_p44:target_t31_1536:source_t13_1536;study05/study05_p06:target_t24_512:source_t7_1536;study05/study05_p48:target_t16_0:source_t11_1024;study05/study05_p47:target_t24_0:source_t8_0;study05/study05_p47:target_t20_512:source_t3_1536;study05/study05_p46:target_t32_512:source_t10_1024;study05/study05_p44:target_t28_512:source_t8_1024
3514,365;683;258;35;75;158;353;376,study05/study05_p45:target_t35_512:source_t1_1536;study05/study05_p50:target_t29_1536:source_t10_512;study05/study05_p44:target_t24_1024:source_t4_1536;study05/study05_p06:target_t25_1536:source_t9_512;study05/study05_p06:target_t36_0:source_t2_1024;study05/study05_p10:target_t34_1536:source_t2_512;study05/study05_p45:target_t32_0:source_t15_1024;study05/study05_p46:target_t19_512:source_t16_0
3515,202;411;122;446;359;635;605;175,study05/study05_p24:target_t28_1024:source_t15_0;study05/study05_p46:target_t28_1024:source_t6_1536;study05/study05_p10:target_t25_1536:source_t9_1024;study05/study05_p46:target_t37_512:source_t16_512;study05/study05_p45:target_t33_1536:source_t0_512;study05/study05_p49:target_t23_0:source_t5_1536;study05/study05_p49:target_t12_512:source_t9_512;study05/study05_p24:target_t17_0:source_t6_512
3516,90;432;269;431;518;595;236;127,study05/study05_p10:target_t17_1536:source_t1_512;study05/study05_p46:target_t33_1536:source_t12_1024;study05/study05_p44:target_t27_512:source_t7_1024;study05/study05_p46:target_t33_1024:source_t11_1536;study05/study05_p47:target_t33_512:source_t1_1536;study05/study05_p48:target_t34_1536:source_t2_0;study05/study05_p44:target_t19_0:source_t13_1536;study05/study05_p10:target_t27_0:source_t10_1536
3517,401;185;124;369;679;519;358;293,study05/study05_p46:target_t25_1024:source_t4_512;study05/study05_p24:target_t24_0:source_t8_1536;study05/study05_p10:target_t26_512:source_t10_0;study05/study05_p45:target_t36_1024:source_t2_1536;study05/study05_p50:target_t28_1536:source_t9_512;study05/study05_p47:target_t33_1024:source_t2_0;study05/study05_p45:target_t33_1024:source_t0_0;study05/study05_p44:target_t33_512:source_t0_1536
3518,284;268;275;675;686;12;324;441,study05/study05_p44:target_t31_0:source_t12_1024;study05/study05_p44:target_t27_0:source_t7_512;study05/study05_p44:target_t28_1536:source_t9_0;study05/study05_p50:target_t27_1536:source_t8_512;study05/study05_p50:target_t31_0:source_t11_0;study05/study05_p06:target_t20_0:source_t3_1024;study05/study05_p45:target_t23_1024:source_t7_0;study05/study05_p46:target_t36_0:source_t15_0
3519,9;609;115;439;227;633;507;38,study05/study05_p06:target_t19_512:source_t2_1536;study05/study05_p49:target_t13_512:source_t10_512;study05/study05_p10:target_t24_0:source_t7_1024;study05/study05_p46:target_t35_1024:source_t14_1024;study05/study05_p44:target_t16_1536:source_t9_1536;study05/study05_p49:target_t21_1536:source_t5_512;study05/study05_p47:target_t30_1024:source_t15_1536;study05/study05_p06:target_t26_1024:source_t10_0
3520,591;493;226;398;385,study05/study05_p48:target_t33_1536:source_t1_0;study05/study05_p47:target_t27_0:source_t11_1024;study05/study05_p44:target_t16_1024:source_t9_1024;study05/study05_p46:target_t24_1536:source_t3_1024;study05/study05_p46:target_t21_1024:source_t0_512
3521,186;422;205;316;575;323;639;647,study05/study05_p24:target_t24_512:source_t9_0;study05/study05_p46:target_t31_512:source_t9_1024;study05/study05_p24:target_t29_512:source_t16_0;study05/study05_p45:target_t20_1536:source_t5_0;study05/study05_p48:target_t28_512:source_t10_0;study05/study05_p45:target_t23_512:source_t6_1536;study05/study05_p49:target_t24_512:source_t7_1024;study05/study05_p50:target_t17_1536:source_t1_512
3522,650;13;217;548;603;485;600;259,study05/study05_p50:target_t19_0:source_t2_0;study05/study05_p06:target_t20_512:source_t3_1536;study05/study05_p24:target_t32_512:source_t2_0;study05/study05_p48:target_t21_0:source_t3_512;study05/study05_p49:target_t11_1024:source_t8_1536;study05/study05_p47:target_t25_0:source_t9_512;study05/study05_p48:target_t36_1024:source_t3_512;study05/study05_p44:target_t24_1536:source_t5_0
3523,695;85;202;234;364;53;181;676,study05/study05_p50:target_t34_512:source_t13_512;study05/study05_p06:target_t38_1024:source_t5_0;study05/study05_p24:target_t28_1024:source_t15_0;study05/study05_p44:target_t18_1024:source_t12_1536;study05/study05_p45:target_t35_0:source_t1_1024;study05/study05_p06:target_t30_1024:source_t14_0;study05/study05_p24:target_t22_1536:source_t7_1536;study05/study05_p50:target_t28_0:source_t8_1024
3524,568;537;262;58;256;173;390;635,study05/study05_p48:target_t26_512:source_t8_512;study05/study05_p48:target_t18_512:source_t0_1024;study05/study05_p44:target_t25_1024:source_t5_1536;study05/study05_p06:target_t31_1536:source_t15_512;study05/study05_p44:target_t24_0:source_t4_512;study05/study05_p10:target_t38_1024:source_t6_0;study05/study05_p46:target_t22_1536:source_t1_1024;study05/study05_p49:target_t23_0:source_t5_1536
