subject,protocol,k,method,panel,band,error,utility,distortion
4,same_03,32,DIFF-MATCH,natural,beta,,,0.044967764209305094
4,same_03,32,DIFF-MATCH,natural,low_gamma,,,0.0497658372360276
4,same_03,32,DIFF-MATCH,natural,high_frequency_secondary,,,0.12041518642575766
4,same_03,32,LINEAR-WRONG,natural,delta,,,0.10484258473255703
4,same_03,32,LINEAR-WRONG,natural,theta,,,0.10064255629161264
4,same_03,32,LINEAR-WRONG,natural,alpha,,,0.06384546645874319
4,same_03,32,LINEAR-WRONG,natural,beta,,,0.04455235376572178
4,same_03,32,LINEAR-WRONG,natural,low_gamma,,,0.052084002683490976
4,same_03,32,LINEAR-WRONG,natural,high_frequency_secondary,,,0.2014929691230905
4,same_03,32,DET-WRONG,natural,delta,,,0.14161108138673445
4,same_03,32,DET-WRONG,natural,theta,,,0.11637885828385684
4,same_03,32,DET-WRONG,natural,alpha,,,0.061373055762274004
4,same_03,32,DET-WRONG,natural,beta,,,0.04293606586193756
4,same_03,32,DET-WRONG,natural,low_gamma,,,0.047688701945319094
4,same_03,32,DET-WRONG,natural,high_frequency_secondary,,,0.1161728905853464
4,same_03,32,DIFF-WRONG,natural,delta,,,0.13238279564969443
4,same_03,32,DIFF-WRONG,natural,theta,,,0.1075064484958173
4,same_03,32,DIFF-WRONG,natural,alpha,,,0.05707476288938215
4,same_03,32,DIFF-WRONG,natural,beta,,,0.041774314584969795
4,same_03,32,DIFF-WRONG,natural,low_gamma,,,0.048594990615677035
4,same_03,32,DIFF-WRONG,natural,high_frequency_secondary,,,0.10599543210613868
4,same_03,32,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.09411330443318072
4,same_03,32,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.07651025686257756
4,same_03,32,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.048424167029775214
4,same_03,32,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.04230867037031954
4,same_03,32,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.055964518407348715
4,same_03,32,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.12298926688518819
5,same_01,8,RAW,paired,delta,0.2166709154844284,0.0,
5,same_01,8,RAW,paired,theta,0.14101219177246094,0.0,
5,same_01,8,RAW,paired,alpha,0.1108887568116188,0.0,
5,same_01,8,RAW,paired,beta,0.1738530993461609,0.0,
5,same_01,8,RAW,paired,low_gamma,0.2643192708492279,0.0,
5,same_01,8,RAW,paired,high_frequency_secondary,0.39083242416381836,0.0,
5,same_01,8,LINEAR-POP,paired,delta,0.02789943665266037,0.18877147883176804,
5,same_01,8,LINEAR-POP,paired,theta,0.02069111540913582,0.12032107636332512,
5,same_01,8,LINEAR-POP,paired,alpha,0.013370627537369728,0.09751812927424908,
5,same_01,8,LINEAR-POP,paired,beta,0.015285998582839966,0.15856710076332092,
5,same_01,8,LINEAR-POP,paired,low_gamma,0.018027298152446747,0.24629197269678116,
5,same_01,8,LINEAR-POP,paired,high_frequency_secondary,0.028000682592391968,0.3628317415714264,
5,same_01,8,DET-POP,paired,delta,0.08528779447078705,0.13138312101364136,
5,same_01,8,DET-POP,paired,theta,0.056170426309108734,0.0848417654633522,
5,same_01,8,DET-POP,paired,alpha,0.03305095061659813,0.07783780619502068,
5,same_01,8,DET-POP,paired,beta,0.03416357934474945,0.13968952000141144,
5,same_01,8,DET-POP,paired,low_gamma,0.04589960724115372,0.2184196636080742,
5,same_01,8,DET-POP,paired,high_frequency_secondary,0.08672944456338882,0.30410297960042953,
5,same_01,8,DIFF-POP,paired,delta,0.088274747133255,0.1283961683511734,
5,same_01,8,DIFF-POP,paired,theta,0.0574127696454525,0.08359942212700844,
5,same_01,8,DIFF-POP,paired,alpha,0.03420976921916008,0.07667898759245872,
5,same_01,8,DIFF-POP,paired,beta,0.038046639412641525,0.13580645993351936,
5,same_01,8,DIFF-POP,paired,low_gamma,0.05994569882750511,0.2043735720217228,
5,same_01,8,DIFF-POP,paired,high_frequency_secondary,0.11022775620222092,0.28060466796159744,
5,same_01,8,LINEAR-MATCH,paired,delta,0.039592258632183075,0.17707865685224533,
5,same_01,8,LINEAR-MATCH,paired,theta,0.02875669114291668,0.11225550062954426,
5,same_01,8,LINEAR-MATCH,paired,alpha,0.023482078686356544,0.08740667812526226,
5,same_01,8,LINEAR-MATCH,paired,beta,0.03903811797499657,0.13481498137116432,
5,same_01,8,LINEAR-MATCH,paired,low_gamma,0.05939215421676636,0.20492711663246155,
5,same_01,8,LINEAR-MATCH,paired,high_frequency_secondary,0.09170348942279816,0.2991289347410202,
5,same_01,8,DET-MATCH,paired,delta,0.08358408510684967,0.13308683037757874,
5,same_01,8,DET-MATCH,paired,theta,0.06159935146570206,0.07941284030675888,
5,same_01,8,DET-MATCH,paired,alpha,0.04369761794805527,0.06719113886356354,
5,same_01,8,DET-MATCH,paired,beta,0.046295974403619766,0.12755712494254112,
5,same_01,8,DET-MATCH,paired,low_gamma,0.06420992314815521,0.2001093477010727,
5,same_01,8,DET-MATCH,paired,high_frequency_secondary,0.09747733920812607,0.2933550849556923,
5,same_01,8,DIFF-MATCH,paired,delta,0.08810531347990036,0.12856560200452805,
5,same_01,8,DIFF-MATCH,paired,theta,0.06049901247024536,0.08051317930221558,
5,same_01,8,DIFF-MATCH,paired,alpha,0.043895699083805084,0.06699305772781372,
5,same_01,8,DIFF-MATCH,paired,beta,0.05085056647658348,0.12300253286957741,
5,same_01,8,DIFF-MATCH,paired,low_gamma,0.0741865485906601,0.1901327222585678,
5,same_01,8,DIFF-MATCH,paired,high_frequency_secondary,0.12395375221967697,0.2668786719441414,
5,same_01,8,LINEAR-WRONG,paired,delta,0.09349195659160614,0.12317895889282227,
5,same_01,8,LINEAR-WRONG,paired,theta,0.06378386169672012,0.07722833007574081,
5,same_01,8,LINEAR-WRONG,paired,alpha,0.0467316135764122,0.0641571432352066,
5,same_01,8,LINEAR-WRONG,paired,beta,0.06329360604286194,0.11055949330329895,
5,same_01,8,LINEAR-WRONG,paired,low_gamma,0.08624383062124252,0.17807544022798538,
5,same_01,8,LINEAR-WRONG,paired,high_frequency_secondary,0.136655792593956,0.25417663156986237,
5,same_01,8,DET-WRONG,paired,delta,0.13662143051624298,0.08004948496818542,
5,same_01,8,DET-WRONG,paired,theta,0.09582226723432541,0.04518992453813553,
5,same_01,8,DET-WRONG,paired,alpha,0.06771158427000046,0.04317717254161835,
5,same_01,8,DET-WRONG,paired,beta,0.0688636377453804,0.10498946160078049,
5,same_01,8,DET-WRONG,paired,low_gamma,0.08583234250545502,0.1784869283437729,
5,same_01,8,DET-WRONG,paired,high_frequency_secondary,0.12595996260643005,0.2648724615573883,
5,same_01,8,DIFF-WRONG,paired,delta,0.1377670019865036,0.0789039134979248,
5,same_01,8,DIFF-WRONG,paired,theta,0.09227921068668365,0.04873298108577728,
5,same_01,8,DIFF-WRONG,paired,alpha,0.06677700579166412,0.04411175101995468,
5,same_01,8,DIFF-WRONG,paired,beta,0.07269144058227539,0.1011616587638855,
5,same_01,8,DIFF-WRONG,paired,low_gamma,0.09353494644165039,0.17078432440757751,
5,same_01,8,DIFF-WRONG,paired,high_frequency_secondary,0.15193603932857513,0.23889638483524323,
5,same_01,8,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.3763634264469147,-0.15969251096248627,
5,same_01,8,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.301491916179657,-0.16047972440719604,
5,same_01,8,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.207245334982872,-0.0963565781712532,
5,same_01,8,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.31549572944641113,-0.14164263010025024,
5,same_01,8,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.4325951933860779,-0.16827592253684998,
5,same_01,8,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,0.5812810659408569,-0.19044864177703857,
5,same_01,8,RAW,natural,delta,,,0.0
5,same_01,8,RAW,natural,theta,,,0.0
5,same_01,8,RAW,natural,alpha,,,0.0
5,same_01,8,RAW,natural,beta,,,0.0
5,same_01,8,RAW,natural,low_gamma,,,0.0
5,same_01,8,RAW,natural,high_frequency_secondary,,,0.0
5,same_01,8,LINEAR-POP,natural,delta,,,0.13658276864762278
5,same_01,8,LINEAR-POP,natural,theta,,,0.11853154182621407
5,same_01,8,LINEAR-POP,natural,alpha,,,0.09438080729391878
5,same_01,8,LINEAR-POP,natural,beta,,,0.06711632408332673
5,same_01,8,LINEAR-POP,natural,low_gamma,,,0.07909841818298755
5,same_01,8,LINEAR-POP,natural,high_frequency_secondary,,,0.16219087176420663
5,same_01,8,DET-POP,natural,delta,,,0.16210975671743402
5,same_01,8,DET-POP,natural,theta,,,0.1428778466915021
5,same_01,8,DET-POP,natural,alpha,,,0.10519676583642387
5,same_01,8,DET-POP,natural,beta,,,0.0686340585935998
5,same_01,8,DET-POP,natural,low_gamma,,,0.07438666012023855
5,same_01,8,DET-POP,natural,high_frequency_secondary,,,0.14948319330554846
5,same_01,8,DIFF-POP,natural,delta,,,0.1654540860782436
5,same_01,8,DIFF-POP,natural,theta,,,0.14349957392202753
5,same_01,8,DIFF-POP,natural,alpha,,,0.10870470167142747
5,same_01,8,DIFF-POP,natural,beta,,,0.06877762967763569
5,same_01,8,DIFF-POP,natural,low_gamma,,,0.07616203466478479
5,same_01,8,DIFF-POP,natural,high_frequency_secondary,,,0.1571502625013252
5,same_01,8,LINEAR-MATCH,natural,delta,,,0.1482624119302947
5,same_01,8,LINEAR-MATCH,natural,theta,,,0.12472386212426861
5,same_01,8,LINEAR-MATCH,natural,alpha,,,0.10209107441812952
5,same_01,8,LINEAR-MATCH,natural,beta,,,0.07406413301426179
5,same_01,8,LINEAR-MATCH,natural,low_gamma,,,0.09819307914716063
5,same_01,8,LINEAR-MATCH,natural,high_frequency_secondary,,,0.1877834270993002
5,same_01,8,DET-MATCH,natural,delta,,,0.17533211260678871
5,same_01,8,DET-MATCH,natural,theta,,,0.1499754036226705
5,same_01,8,DET-MATCH,natural,alpha,,,0.11352485770128945
5,same_01,8,DET-MATCH,natural,beta,,,0.07459151464603785
5,same_01,8,DET-MATCH,natural,low_gamma,,,0.0887201293316803
5,same_01,8,DET-MATCH,natural,high_frequency_secondary,,,0.16609790186246823
5,same_01,8,DIFF-MATCH,natural,delta,,,0.1772189546088274
5,same_01,8,DIFF-MATCH,natural,theta,,,0.1500916840250196
5,same_01,8,DIFF-MATCH,natural,alpha,,,0.11626631516011357
5,same_01,8,DIFF-MATCH,natural,beta,,,0.07484510036984339
5,same_01,8,DIFF-MATCH,natural,low_gamma,,,0.09229112902629844
5,same_01,8,DIFF-MATCH,natural,high_frequency_secondary,,,0.17367396108511746
5,same_01,8,LINEAR-WRONG,natural,delta,,,0.17358540195706987
5,same_01,8,LINEAR-WRONG,natural,theta,,,0.1492815149462912
5,same_01,8,LINEAR-WRONG,natural,alpha,,,0.11939778031170639
5,same_01,8,LINEAR-WRONG,natural,beta,,,0.08358634742420892
5,same_01,8,LINEAR-WRONG,natural,low_gamma,,,0.10906984986527536
5,same_01,8,LINEAR-WRONG,natural,high_frequency_secondary,,,0.20001220468196618
5,same_01,8,DET-WRONG,natural,delta,,,0.2007804280588618
5,same_01,8,DET-WRONG,natural,theta,,,0.1733413079646335
5,same_01,8,DET-WRONG,natural,alpha,,,0.13240159711220387
5,same_01,8,DET-WRONG,natural,beta,,,0.08400386579626033
5,same_01,8,DET-WRONG,natural,low_gamma,,,0.09766282773026874
5,same_01,8,DET-WRONG,natural,high_frequency_secondary,,,0.16660794355500808
5,same_01,8,DIFF-WRONG,natural,delta,,,0.20361478651437276
5,same_01,8,DIFF-WRONG,natural,theta,,,0.17229924756650575
5,same_01,8,DIFF-WRONG,natural,alpha,,,0.1354156163724557
5,same_01,8,DIFF-WRONG,natural,beta,,,0.08436330923668246
5,same_01,8,DIFF-WRONG,natural,low_gamma,,,0.10142193974728685
5,same_01,8,DIFF-WRONG,natural,high_frequency_secondary,,,0.17622802906917082
5,same_01,8,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.1010078529414942
5,same_01,8,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.08325494589694513
5,same_01,8,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.0691494210674125
5,same_01,8,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.05881557190116449
5,same_01,8,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.10539787222316763
5,same_01,8,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.19722732405243118
5,same_02,8,RAW,paired,delta,0.3365543782711029,0.0,
5,same_02,8,RAW,paired,theta,0.2496734857559204,0.0,
5,same_02,8,RAW,paired,alpha,0.16496476531028748,0.0,
5,same_02,8,RAW,paired,beta,0.20931220054626465,0.0,
5,same_02,8,RAW,paired,low_gamma,0.27794426679611206,0.0,
5,same_02,8,RAW,paired,high_frequency_secondary,0.44012680649757385,0.0,
5,same_02,8,LINEAR-POP,paired,delta,0.09237488359212875,0.24417949467897415,
5,same_02,8,LINEAR-POP,paired,theta,0.057439737021923065,0.19223374873399734,
5,same_02,8,LINEAR-POP,paired,alpha,0.03313402086496353,0.13183074444532394,
5,same_02,8,LINEAR-POP,paired,beta,0.04440201818943024,0.1649101823568344,
5,same_02,8,LINEAR-POP,paired,low_gamma,0.06113511323928833,0.21680915355682373,
5,same_02,8,LINEAR-POP,paired,high_frequency_secondary,0.09191378951072693,0.3482130169868469,
5,same_02,8,DET-POP,paired,delta,0.16525493562221527,0.17129944264888763,
5,same_02,8,DET-POP,paired,theta,0.08937783539295197,0.16029565036296844,
5,same_02,8,DET-POP,paired,alpha,0.04615466296672821,0.11881010234355927,
5,same_02,8,DET-POP,paired,beta,0.060616932809352875,0.14869526773691177,
5,same_02,8,DET-POP,paired,low_gamma,0.08477986603975296,0.1931644007563591,
5,same_02,8,DET-POP,paired,high_frequency_secondary,0.1376837193965912,0.30244308710098267,
5,same_02,8,DIFF-POP,paired,delta,0.1608472466468811,0.1757071316242218,
5,same_02,8,DIFF-POP,paired,theta,0.08991675078868866,0.15975673496723175,
5,same_02,8,DIFF-POP,paired,alpha,0.046078890562057495,0.11888587474822998,
5,same_02,8,DIFF-POP,paired,beta,0.06146065145730972,0.14785154908895493,
5,same_02,8,DIFF-POP,paired,low_gamma,0.09175166487693787,0.1861926019191742,
5,same_02,8,DIFF-POP,paired,high_frequency_secondary,0.15441180765628815,0.2857149988412857,
5,same_02,8,LINEAR-MATCH,paired,delta,0.010527574457228184,0.3260268038138747,
5,same_02,8,LINEAR-MATCH,paired,theta,0.007307186722755432,0.24236629903316498,
5,same_02,8,LINEAR-MATCH,paired,alpha,0.004666015040129423,0.16029875027015805,
5,same_02,8,LINEAR-MATCH,paired,beta,0.006074022967368364,0.20323817757889628,
5,same_02,8,LINEAR-MATCH,paired,low_gamma,0.008338111452758312,0.26960615534335375,
5,same_02,8,LINEAR-MATCH,paired,high_frequency_secondary,0.01324873510748148,0.4268780713900924,
5,same_02,8,DET-MATCH,paired,delta,0.11222700774669647,0.22432737052440643,
5,same_02,8,DET-MATCH,paired,theta,0.06343285739421844,0.18624062836170197,
5,same_02,8,DET-MATCH,paired,alpha,0.025655902922153473,0.139308862388134,
5,same_02,8,DET-MATCH,paired,beta,0.03145110234618187,0.17786109820008278,
5,same_02,8,DET-MATCH,paired,low_gamma,0.04978470504283905,0.228159561753273,
5,same_02,8,DET-MATCH,paired,high_frequency_secondary,0.10090881586074829,0.33921799063682556,
5,same_02,8,DIFF-MATCH,paired,delta,0.11191041767597198,0.22464396059513092,
5,same_02,8,DIFF-MATCH,paired,theta,0.06517229974269867,0.18450118601322174,
5,same_02,8,DIFF-MATCH,paired,alpha,0.027121897786855698,0.13784286752343178,
5,same_02,8,DIFF-MATCH,paired,beta,0.035909537225961685,0.17340266332030296,
5,same_02,8,DIFF-MATCH,paired,low_gamma,0.059699203819036484,0.21824506297707558,
5,same_02,8,DIFF-MATCH,paired,high_frequency_secondary,0.12242501229047775,0.3177017942070961,
5,same_02,8,LINEAR-WRONG,paired,delta,0.14504460990428925,0.19150976836681366,
5,same_02,8,LINEAR-WRONG,paired,theta,0.07643197476863861,0.1732415109872818,
5,same_02,8,LINEAR-WRONG,paired,alpha,0.035345327109098434,0.12961943820118904,
5,same_02,8,LINEAR-WRONG,paired,beta,0.03475267067551613,0.17455952987074852,
5,same_02,8,LINEAR-WRONG,paired,low_gamma,0.041366539895534515,0.23657772690057755,
5,same_02,8,LINEAR-WRONG,paired,high_frequency_secondary,0.06310411542654037,0.3770226910710335,
5,same_02,8,DET-WRONG,paired,delta,0.1905965805053711,0.1459577977657318,
5,same_02,8,DET-WRONG,paired,theta,0.10442608594894409,0.14524739980697632,
5,same_02,8,DET-WRONG,paired,alpha,0.0503360740840435,0.11462869122624397,
5,same_02,8,DET-WRONG,paired,beta,0.046285152435302734,0.16302704811096191,
5,same_02,8,DET-WRONG,paired,low_gamma,0.06141850724816322,0.21652575954794884,
5,same_02,8,DET-WRONG,paired,high_frequency_secondary,0.10785496234893799,0.33227184414863586,
5,same_02,8,DIFF-WRONG,paired,delta,0.1831021010875702,0.15345227718353271,
5,same_02,8,DIFF-WRONG,paired,theta,0.10301157832145691,0.1466619074344635,
5,same_02,8,DIFF-WRONG,paired,alpha,0.050754792988300323,0.11420997232198715,
5,same_02,8,DIFF-WRONG,paired,beta,0.05023892968893051,0.15907327085733414,
5,same_02,8,DIFF-WRONG,paired,low_gamma,0.06932580471038818,0.20861846208572388,
5,same_02,8,DIFF-WRONG,paired,high_frequency_secondary,0.1374356895685196,0.30269111692905426,
5,same_02,8,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.4770800769329071,-0.1405256986618042,
5,same_02,8,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.34212419390678406,-0.09245070815086365,
5,same_02,8,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.23725426197052002,-0.07228949666023254,
5,same_02,8,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.28708159923553467,-0.07776939868927002,
5,same_02,8,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.37643560767173767,-0.09849134087562561,
5,same_02,8,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,0.5427385568618774,-0.10261175036430359,
5,same_02,8,RAW,natural,delta,,,0.0
5,same_02,8,RAW,natural,theta,,,0.0
5,same_02,8,RAW,natural,alpha,,,0.0
5,same_02,8,RAW,natural,beta,,,0.0
5,same_02,8,RAW,natural,low_gamma,,,0.0
5,same_02,8,RAW,natural,high_frequency_secondary,,,0.0
5,same_02,8,LINEAR-POP,natural,delta,,,0.12926486652642344
5,same_02,8,LINEAR-POP,natural,theta,,,0.11284696668838486
5,same_02,8,LINEAR-POP,natural,alpha,,,0.10980180584960818
5,same_02,8,LINEAR-POP,natural,beta,,,0.06572828657597603
5,same_02,8,LINEAR-POP,natural,low_gamma,,,0.05468820511288531
5,same_02,8,LINEAR-POP,natural,high_frequency_secondary,,,0.17533626931230184
5,same_02,8,DET-POP,natural,delta,,,0.15785898809445817
5,same_02,8,DET-POP,natural,theta,,,0.12854073553198667
5,same_02,8,DET-POP,natural,alpha,,,0.12050800869621381
5,same_02,8,DET-POP,natural,beta,,,0.07226113182352252
5,same_02,8,DET-POP,natural,low_gamma,,,0.05784743099056459
5,same_02,8,DET-POP,natural,high_frequency_secondary,,,0.19663750517436113
5,same_02,8,DIFF-POP,natural,delta,,,0.16232670168949748
5,same_02,8,DIFF-POP,natural,theta,,,0.13096348887287623
5,same_02,8,DIFF-POP,natural,alpha,,,0.12327317347175779
5,same_02,8,DIFF-POP,natural,beta,,,0.06984215733789884
5,same_02,8,DIFF-POP,natural,low_gamma,,,0.0581040885842777
5,same_02,8,DIFF-POP,natural,high_frequency_secondary,,,0.2031177802447244
5,same_02,8,LINEAR-MATCH,natural,delta,,,0.14223069244304645
5,same_02,8,LINEAR-MATCH,natural,theta,,,0.12469371920443062
5,same_02,8,LINEAR-MATCH,natural,alpha,,,0.11906771334977924
5,same_02,8,LINEAR-MATCH,natural,beta,,,0.07056415770292625
5,same_02,8,LINEAR-MATCH,natural,low_gamma,,,0.062003737816475474
5,same_02,8,LINEAR-MATCH,natural,high_frequency_secondary,,,0.18066043854390545
5,same_02,8,DET-MATCH,natural,delta,,,0.17155508479595946
5,same_02,8,DET-MATCH,natural,theta,,,0.13969428140314366
5,same_02,8,DET-MATCH,natural,alpha,,,0.1297511725580362
5,same_02,8,DET-MATCH,natural,beta,,,0.07747303811785508
5,same_02,8,DET-MATCH,natural,low_gamma,,,0.06376971731481738
5,same_02,8,DET-MATCH,natural,high_frequency_secondary,,,0.20364394782148967
5,same_02,8,DIFF-MATCH,natural,delta,,,0.17482160679247502
5,same_02,8,DIFF-MATCH,natural,theta,,,0.14101999665987372
5,same_02,8,DIFF-MATCH,natural,alpha,,,0.1317908817068178
5,same_02,8,DIFF-MATCH,natural,beta,,,0.07469547434254806
5,same_02,8,DIFF-MATCH,natural,low_gamma,,,0.06387923913131062
5,same_02,8,DIFF-MATCH,natural,high_frequency_secondary,,,0.21121759035549018
5,same_02,8,LINEAR-WRONG,natural,delta,,,0.16491182749942856
5,same_02,8,LINEAR-WRONG,natural,theta,,,0.1389731262791043
5,same_02,8,LINEAR-WRONG,natural,alpha,,,0.13517065464426314
5,same_02,8,LINEAR-WRONG,natural,beta,,,0.07708878729040453
5,same_02,8,LINEAR-WRONG,natural,low_gamma,,,0.0712119725707857
5,same_02,8,LINEAR-WRONG,natural,high_frequency_secondary,,,0.1753670122296262
5,same_02,8,DET-WRONG,natural,delta,,,0.19350734282698828
5,same_02,8,DET-WRONG,natural,theta,,,0.15427917540213687
5,same_02,8,DET-WRONG,natural,alpha,,,0.14779364192775848
5,same_02,8,DET-WRONG,natural,beta,,,0.08377150507429712
5,same_02,8,DET-WRONG,natural,low_gamma,,,0.0713478849698989
5,same_02,8,DET-WRONG,natural,high_frequency_secondary,,,0.19850650604748346
5,same_02,8,DIFF-WRONG,natural,delta,,,0.1952117180871003
5,same_02,8,DIFF-WRONG,natural,theta,,,0.15497391279451708
5,same_02,8,DIFF-WRONG,natural,alpha,,,0.1494539384899568
5,same_02,8,DIFF-WRONG,natural,beta,,,0.08121924225831079
5,same_02,8,DIFF-WRONG,natural,low_gamma,,,0.07200544041049149
5,same_02,8,DIFF-WRONG,natural,high_frequency_secondary,,,0.20313458150734304
5,same_02,8,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.12507814627685607
5,same_02,8,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.08561212965285483
5,same_02,8,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.07389202318291982
5,same_02,8,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.04860897968859463
5,same_02,8,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.05693454004679382
5,same_02,8,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.13185884891208552
5,same_03,8,RAW,paired,delta,0.3550216853618622,0.0,
5,same_03,8,RAW,paired,theta,0.19155345857143402,0.0,
5,same_03,8,RAW,paired,alpha,0.12757621705532074,0.0,
5,same_03,8,RAW,paired,beta,0.14160145819187164,0.0,
5,same_03,8,RAW,paired,low_gamma,0.17832420766353607,0.0,
5,same_03,8,RAW,paired,high_frequency_secondary,0.29754242300987244,0.0,
5,same_03,8,LINEAR-POP,paired,delta,0.12090543657541275,0.23411624878644943,
5,same_03,8,LINEAR-POP,paired,theta,0.07346057146787643,0.11809288710355759,
5,same_03,8,LINEAR-POP,paired,alpha,0.04813184589147568,0.07944437116384506,
5,same_03,8,LINEAR-POP,paired,beta,0.05852298438549042,0.08307847380638123,
5,same_03,8,LINEAR-POP,paired,low_gamma,0.07311415672302246,0.10521005094051361,
5,same_03,8,LINEAR-POP,paired,high_frequency_secondary,0.12193174660205841,0.17561067640781403,
5,same_03,8,DET-POP,paired,delta,0.15578974783420563,0.19923193752765656,
5,same_03,8,DET-POP,paired,theta,0.09026733040809631,0.10128612816333771,
5,same_03,8,DET-POP,paired,alpha,0.05495735630393028,0.07261886075139046,
5,same_03,8,DET-POP,paired,beta,0.052221622318029404,0.08937983587384224,
5,same_03,8,DET-POP,paired,low_gamma,0.07205235213041306,0.10627185553312302,
5,same_03,8,DET-POP,paired,high_frequency_secondary,0.12591052055358887,0.17163190245628357,
5,same_03,8,DIFF-POP,paired,delta,0.15157373249530792,0.20344795286655426,
5,same_03,8,DIFF-POP,paired,theta,0.08984985202550888,0.10170360654592514,
5,same_03,8,DIFF-POP,paired,alpha,0.055804383009672165,0.07177183404564857,
5,same_03,8,DIFF-POP,paired,beta,0.05931834504008293,0.08228311315178871,
5,same_03,8,DIFF-POP,paired,low_gamma,0.08375094085931778,0.09457326680421829,
5,same_03,8,DIFF-POP,paired,high_frequency_secondary,0.1522817462682724,0.14526067674160004,
5,same_03,8,LINEAR-MATCH,paired,delta,0.11571189761161804,0.23930978775024414,
5,same_03,8,LINEAR-MATCH,paired,theta,0.06569599360227585,0.12585746496915817,
5,same_03,8,LINEAR-MATCH,paired,alpha,0.03611449897289276,0.09146171808242798,
5,same_03,8,LINEAR-MATCH,paired,beta,0.02897883951663971,0.11262261867523193,
5,same_03,8,LINEAR-MATCH,paired,low_gamma,0.030583681538701057,0.14774052612483501,
5,same_03,8,LINEAR-MATCH,paired,high_frequency_secondary,0.05277014151215553,0.2447722814977169,
5,same_03,8,DET-MATCH,paired,delta,0.11889532208442688,0.2361263632774353,
5,same_03,8,DET-MATCH,paired,theta,0.07634773850440979,0.11520572006702423,
5,same_03,8,DET-MATCH,paired,alpha,0.04299875721335411,0.08457745984196663,
5,same_03,8,DET-MATCH,paired,beta,0.04338816553354263,0.09821329265832901,
5,same_03,8,DET-MATCH,paired,low_gamma,0.06011712923645973,0.11820707842707634,
5,same_03,8,DET-MATCH,paired,high_frequency_secondary,0.11716447025537491,0.18037795275449753,
5,same_03,8,DIFF-MATCH,paired,delta,0.11391624063253403,0.24110544472932816,
5,same_03,8,DIFF-MATCH,paired,theta,0.0734051838517189,0.11814827471971512,
5,same_03,8,DIFF-MATCH,paired,alpha,0.041616205126047134,0.0859600119292736,
5,same_03,8,DIFF-MATCH,paired,beta,0.047026850283145905,0.09457460790872574,
5,same_03,8,DIFF-MATCH,paired,low_gamma,0.07023488730192184,0.10808932036161423,
5,same_03,8,DIFF-MATCH,paired,high_frequency_secondary,0.14341510832309723,0.1541273146867752,
5,same_03,8,LINEAR-WRONG,paired,delta,0.3202119767665863,0.03480970859527588,
5,same_03,8,LINEAR-WRONG,paired,theta,0.16755174100399017,0.024001717567443848,
5,same_03,8,LINEAR-WRONG,paired,alpha,0.08613535016775131,0.04144086688756943,
5,same_03,8,LINEAR-WRONG,paired,beta,0.07637728750705719,0.06522417068481445,
5,same_03,8,LINEAR-WRONG,paired,low_gamma,0.07758522778749466,0.10073897987604141,
5,same_03,8,LINEAR-WRONG,paired,high_frequency_secondary,0.140021413564682,0.15752100944519043,
5,same_03,8,DET-WRONG,paired,delta,0.30497223138809204,0.05004945397377014,
5,same_03,8,DET-WRONG,paired,theta,0.1770860254764557,0.014467433094978333,
5,same_03,8,DET-WRONG,paired,alpha,0.0917474627494812,0.03582875430583954,
5,same_03,8,DET-WRONG,paired,beta,0.0761394202709198,0.06546203792095184,
5,same_03,8,DET-WRONG,paired,low_gamma,0.08457542210817337,0.0937487855553627,
5,same_03,8,DET-WRONG,paired,high_frequency_secondary,0.15533797442913055,0.14220444858074188,
5,same_03,8,DIFF-WRONG,paired,delta,0.28608718514442444,0.06893450021743774,
