subject,protocol,k,method,panel,band,error,utility,distortion
2,same_03,8,DIFF-MATCH,natural,beta,,,0.05721116976890306
2,same_03,8,DIFF-MATCH,natural,low_gamma,,,0.07898633959302646
2,same_03,8,DIFF-MATCH,natural,high_frequency_secondary,,,0.0521001860862395
2,same_03,8,LINEAR-WRONG,natural,delta,,,0.11161269020536757
2,same_03,8,LINEAR-WRONG,natural,theta,,,0.08647658934145548
2,same_03,8,LINEAR-WRONG,natural,alpha,,,0.08781249312340228
2,same_03,8,LINEAR-WRONG,natural,beta,,,0.05328913703532749
2,same_03,8,LINEAR-WRONG,natural,low_gamma,,,0.0917103106097797
2,same_03,8,LINEAR-WRONG,natural,high_frequency_secondary,,,0.09421403245811055
2,same_03,8,DET-WRONG,natural,delta,,,0.2066221632308675
2,same_03,8,DET-WRONG,natural,theta,,,0.12181049069283947
2,same_03,8,DET-WRONG,natural,alpha,,,0.09772401001078432
2,same_03,8,DET-WRONG,natural,beta,,,0.058688076171424006
2,same_03,8,DET-WRONG,natural,low_gamma,,,0.07314031220122591
2,same_03,8,DET-WRONG,natural,high_frequency_secondary,,,0.04789428727069657
2,same_03,8,DIFF-WRONG,natural,delta,,,0.19875544149369898
2,same_03,8,DIFF-WRONG,natural,theta,,,0.11808304140577472
2,same_03,8,DIFF-WRONG,natural,alpha,,,0.0955549566383056
2,same_03,8,DIFF-WRONG,natural,beta,,,0.05431641401396449
2,same_03,8,DIFF-WRONG,natural,low_gamma,,,0.07657574384245475
2,same_03,8,DIFF-WRONG,natural,high_frequency_secondary,,,0.05502726920844915
2,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.10183505474314329
2,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.06367288052171106
2,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.055630962300868295
2,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.05423156098255644
2,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.06703542308940966
2,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.04963717792269659
2,same_01,32,RAW,paired,delta,0.2348637878894806,0.0,
2,same_01,32,RAW,paired,theta,0.1455870121717453,0.0,
2,same_01,32,RAW,paired,alpha,0.14428827166557312,0.0,
2,same_01,32,RAW,paired,beta,0.17989812791347504,0.0,
2,same_01,32,RAW,paired,low_gamma,0.2525697350502014,0.0,
2,same_01,32,RAW,paired,high_frequency_secondary,0.3345082402229309,0.0,
2,same_01,32,LINEAR-POP,paired,delta,0.05779323726892471,0.17707055062055588,
2,same_01,32,LINEAR-POP,paired,theta,0.029423803091049194,0.1161632090806961,
2,same_01,32,LINEAR-POP,paired,alpha,0.024742064997553825,0.1195462066680193,
2,same_01,32,LINEAR-POP,paired,beta,0.022888243198394775,0.15700988471508026,
2,same_01,32,LINEAR-POP,paired,low_gamma,0.030420813709497452,0.22214892134070396,
2,same_01,32,LINEAR-POP,paired,high_frequency_secondary,0.038975223898887634,0.2955330163240433,
2,same_01,32,DET-POP,paired,delta,0.12854939699172974,0.10631439089775085,
2,same_01,32,DET-POP,paired,theta,0.07393442839384079,0.07165258377790451,
2,same_01,32,DET-POP,paired,alpha,0.041049860417842865,0.10323841124773026,
2,same_01,32,DET-POP,paired,beta,0.03317969664931297,0.14671843126416206,
2,same_01,32,DET-POP,paired,low_gamma,0.0602848157286644,0.19228491932153702,
2,same_01,32,DET-POP,paired,high_frequency_secondary,0.09520044177770615,0.23930779844522476,
2,same_01,32,DIFF-POP,paired,delta,0.11805085092782974,0.11681293696165085,
2,same_01,32,DIFF-POP,paired,theta,0.06840851902961731,0.07717849314212799,
2,same_01,32,DIFF-POP,paired,alpha,0.03946755826473236,0.10482071340084076,
2,same_01,32,DIFF-POP,paired,beta,0.033763986080884933,0.1461341418325901,
2,same_01,32,DIFF-POP,paired,low_gamma,0.059965673834085464,0.19260406121611595,
2,same_01,32,DIFF-POP,paired,high_frequency_secondary,0.11513651907444,0.2193717211484909,
2,same_01,32,LINEAR-MATCH,paired,delta,0.022150306031107903,0.2127134818583727,
2,same_01,32,LINEAR-MATCH,paired,theta,0.018461953848600388,0.1271250583231449,
2,same_01,32,LINEAR-MATCH,paired,alpha,0.020382560789585114,0.123905710875988,
2,same_01,32,LINEAR-MATCH,paired,beta,0.02907409891486168,0.15082402899861336,
2,same_01,32,LINEAR-MATCH,paired,low_gamma,0.04479619115591049,0.20777354389429092,
2,same_01,32,LINEAR-MATCH,paired,high_frequency_secondary,0.0607847161591053,0.2737235240638256,
2,same_01,32,DET-MATCH,paired,delta,0.11409226804971695,0.12077151983976364,
2,same_01,32,DET-MATCH,paired,theta,0.06689378619194031,0.07869322597980499,
2,same_01,32,DET-MATCH,paired,alpha,0.038732945919036865,0.10555532574653625,
2,same_01,32,DET-MATCH,paired,beta,0.03942924737930298,0.14046888053417206,
2,same_01,32,DET-MATCH,paired,low_gamma,0.05433729663491249,0.19823243841528893,
2,same_01,32,DET-MATCH,paired,high_frequency_secondary,0.07598519325256348,0.25852304697036743,
2,same_01,32,DIFF-MATCH,paired,delta,0.1047387570142746,0.130125030875206,
2,same_01,32,DIFF-MATCH,paired,theta,0.061117008328437805,0.0844700038433075,
2,same_01,32,DIFF-MATCH,paired,alpha,0.03545091301202774,0.10883735865354538,
2,same_01,32,DIFF-MATCH,paired,beta,0.03783794865012169,0.14206017926335335,
2,same_01,32,DIFF-MATCH,paired,low_gamma,0.05362064018845558,0.19894909486174583,
2,same_01,32,DIFF-MATCH,paired,high_frequency_secondary,0.10149230062961578,0.23301593959331512,
2,same_01,32,LINEAR-WRONG,paired,delta,0.15035104751586914,0.08451274037361145,
2,same_01,32,LINEAR-WRONG,paired,theta,0.07019023597240448,0.07539677619934082,
2,same_01,32,LINEAR-WRONG,paired,alpha,0.05672014132142067,0.08756813034415245,
2,same_01,32,LINEAR-WRONG,paired,beta,0.06299548596143723,0.11690264195203781,
2,same_01,32,LINEAR-WRONG,paired,low_gamma,0.08873362094163895,0.16383611410856247,
2,same_01,32,LINEAR-WRONG,paired,high_frequency_secondary,0.12443085014820099,0.21007739007472992,
2,same_01,32,DET-WRONG,paired,delta,0.18765217065811157,0.04721161723136902,
2,same_01,32,DET-WRONG,paired,theta,0.09704969823360443,0.04853731393814087,
2,same_01,32,DET-WRONG,paired,alpha,0.0677073746919632,0.07658089697360992,
2,same_01,32,DET-WRONG,paired,beta,0.0675361379981041,0.11236198991537094,
2,same_01,32,DET-WRONG,paired,low_gamma,0.09710149466991425,0.15546824038028717,
2,same_01,32,DET-WRONG,paired,high_frequency_secondary,0.1392725110054016,0.1952357292175293,
2,same_01,32,DIFF-WRONG,paired,delta,0.17071649432182312,0.06414729356765747,
2,same_01,32,DIFF-WRONG,paired,theta,0.08801255375146866,0.05757445842027664,
2,same_01,32,DIFF-WRONG,paired,alpha,0.06122802197933197,0.08306024968624115,
2,same_01,32,DIFF-WRONG,paired,beta,0.059033893048763275,0.12086423486471176,
2,same_01,32,DIFF-WRONG,paired,low_gamma,0.07806064188480377,0.17450909316539764,
2,same_01,32,DIFF-WRONG,paired,high_frequency_secondary,0.150989830493927,0.1835184097290039,
2,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.3006252944469452,-0.0657615065574646,
2,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.2165674865245819,-0.07098047435283661,
2,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.2087540477514267,-0.06446577608585358,
2,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.27206218242645264,-0.0921640545129776,
2,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.37229791283607483,-0.11972817778587341,
2,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,0.434482604265213,-0.0999743640422821,
2,same_01,32,RAW,natural,delta,,,0.0
2,same_01,32,RAW,natural,theta,,,0.0
2,same_01,32,RAW,natural,alpha,,,0.0
2,same_01,32,RAW,natural,beta,,,0.0
2,same_01,32,RAW,natural,low_gamma,,,0.0
2,same_01,32,RAW,natural,high_frequency_secondary,,,0.0
2,same_01,32,LINEAR-POP,natural,delta,,,0.12115398858362009
2,same_01,32,LINEAR-POP,natural,theta,,,0.11398355298439046
2,same_01,32,LINEAR-POP,natural,alpha,,,0.11314355623353387
2,same_01,32,LINEAR-POP,natural,beta,,,0.07138921847769773
2,same_01,32,LINEAR-POP,natural,low_gamma,,,0.05937159811466514
2,same_01,32,LINEAR-POP,natural,high_frequency_secondary,,,0.07921446694791644
2,same_01,32,DET-POP,natural,delta,,,0.24123368028108694
2,same_01,32,DET-POP,natural,theta,,,0.1713819998305837
2,same_01,32,DET-POP,natural,alpha,,,0.12306832490637787
2,same_01,32,DET-POP,natural,beta,,,0.07543496009488751
2,same_01,32,DET-POP,natural,low_gamma,,,0.07404844663363531
2,same_01,32,DET-POP,natural,high_frequency_secondary,,,0.12807104444980014
2,same_01,32,DIFF-POP,natural,delta,,,0.2279101476136985
2,same_01,32,DIFF-POP,natural,theta,,,0.16534568634286445
2,same_01,32,DIFF-POP,natural,alpha,,,0.12009186899109779
2,same_01,32,DIFF-POP,natural,beta,,,0.0710644882412191
2,same_01,32,DIFF-POP,natural,low_gamma,,,0.06940391824978843
2,same_01,32,DIFF-POP,natural,high_frequency_secondary,,,0.14299023012844336
2,same_01,32,LINEAR-MATCH,natural,delta,,,0.1532237976766624
2,same_01,32,LINEAR-MATCH,natural,theta,,,0.14536427686637077
2,same_01,32,LINEAR-MATCH,natural,alpha,,,0.13999919475701963
2,same_01,32,LINEAR-MATCH,natural,beta,,,0.082669790392923
2,same_01,32,LINEAR-MATCH,natural,low_gamma,,,0.07285251974302043
2,same_01,32,LINEAR-MATCH,natural,high_frequency_secondary,,,0.08907664778114893
2,same_01,32,DET-MATCH,natural,delta,,,0.2677743323585631
2,same_01,32,DET-MATCH,natural,theta,,,0.20052866654484655
2,same_01,32,DET-MATCH,natural,alpha,,,0.1467625677769106
2,same_01,32,DET-MATCH,natural,beta,,,0.08649488793725846
2,same_01,32,DET-MATCH,natural,low_gamma,,,0.08237872303565554
2,same_01,32,DET-MATCH,natural,high_frequency_secondary,,,0.1265854307885752
2,same_01,32,DIFF-MATCH,natural,delta,,,0.2543166075436679
2,same_01,32,DIFF-MATCH,natural,theta,,,0.19404823919318812
2,same_01,32,DIFF-MATCH,natural,alpha,,,0.14359680874174005
2,same_01,32,DIFF-MATCH,natural,beta,,,0.08204777548740012
2,same_01,32,DIFF-MATCH,natural,low_gamma,,,0.07835090344145873
2,same_01,32,DIFF-MATCH,natural,high_frequency_secondary,,,0.14160563100810097
2,same_01,32,LINEAR-WRONG,natural,delta,,,0.1291555081980168
2,same_01,32,LINEAR-WRONG,natural,theta,,,0.12396309172439414
2,same_01,32,LINEAR-WRONG,natural,alpha,,,0.11815167071717579
2,same_01,32,LINEAR-WRONG,natural,beta,,,0.07119354231401764
2,same_01,32,LINEAR-WRONG,natural,low_gamma,,,0.06820464099269051
2,same_01,32,LINEAR-WRONG,natural,high_frequency_secondary,,,0.07260918903992974
2,same_01,32,DET-WRONG,natural,delta,,,0.23678104952239906
2,same_01,32,DET-WRONG,natural,theta,,,0.18174810346104464
2,same_01,32,DET-WRONG,natural,alpha,,,0.12749218298088033
2,same_01,32,DET-WRONG,natural,beta,,,0.0761138019194188
2,same_01,32,DET-WRONG,natural,low_gamma,,,0.07773889377324783
2,same_01,32,DET-WRONG,natural,high_frequency_secondary,,,0.11191810971771006
2,same_01,32,DIFF-WRONG,natural,delta,,,0.22609476826728758
2,same_01,32,DIFF-WRONG,natural,theta,,,0.1767602752405908
2,same_01,32,DIFF-WRONG,natural,alpha,,,0.12634283165191376
2,same_01,32,DIFF-WRONG,natural,beta,,,0.07357917833889331
2,same_01,32,DIFF-WRONG,natural,low_gamma,,,0.07338504677917651
2,same_01,32,DIFF-WRONG,natural,high_frequency_secondary,,,0.12319526777828041
2,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.1053611343293336
2,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.06369901851112555
2,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.0713379121108338
2,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.0738678581172662
2,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.09516535207469659
2,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.04704244440834938
2,same_02,32,RAW,paired,delta,0.2411900907754898,0.0,
2,same_02,32,RAW,paired,theta,0.18926386535167694,0.0,
2,same_02,32,RAW,paired,alpha,0.20636095106601715,0.0,
2,same_02,32,RAW,paired,beta,0.21944881975650787,0.0,
2,same_02,32,RAW,paired,low_gamma,0.2785715162754059,0.0,
2,same_02,32,RAW,paired,high_frequency_secondary,0.4358959496021271,0.0,
2,same_02,32,LINEAR-POP,paired,delta,0.08275309950113297,0.15843699127435684,
2,same_02,32,LINEAR-POP,paired,theta,0.055196940898895264,0.13406692445278168,
2,same_02,32,LINEAR-POP,paired,alpha,0.05535144731402397,0.15100950375199318,
2,same_02,32,LINEAR-POP,paired,beta,0.05742403492331505,0.16202478483319283,
2,same_02,32,LINEAR-POP,paired,low_gamma,0.06954796612262726,0.20902355015277863,
2,same_02,32,LINEAR-POP,paired,high_frequency_secondary,0.11017526686191559,0.3257206827402115,
2,same_02,32,DET-POP,paired,delta,0.14469674229621887,0.09649334847927094,
2,same_02,32,DET-POP,paired,theta,0.08111555874347687,0.10814830660820007,
2,same_02,32,DET-POP,paired,alpha,0.06438439339399338,0.14197655767202377,
2,same_02,32,DET-POP,paired,beta,0.06081264466047287,0.158636175096035,
2,same_02,32,DET-POP,paired,low_gamma,0.08895836770534515,0.18961314857006073,
2,same_02,32,DET-POP,paired,high_frequency_secondary,0.15518078207969666,0.2807151675224304,
2,same_02,32,DIFF-POP,paired,delta,0.1366976797580719,0.10449241101741791,
2,same_02,32,DIFF-POP,paired,theta,0.07842006534337997,0.11084380000829697,
2,same_02,32,DIFF-POP,paired,alpha,0.0658966675400734,0.14046428352594376,
2,same_02,32,DIFF-POP,paired,beta,0.062066227197647095,0.15738259255886078,
2,same_02,32,DIFF-POP,paired,low_gamma,0.08803655207157135,0.19053496420383453,
2,same_02,32,DIFF-POP,paired,high_frequency_secondary,0.16264447569847107,0.273251473903656,
2,same_02,32,LINEAR-MATCH,paired,delta,0.0175936259329319,0.2235964648425579,
2,same_02,32,LINEAR-MATCH,paired,theta,0.010556073859333992,0.17870779149234295,
2,same_02,32,LINEAR-MATCH,paired,alpha,0.011093562468886375,0.19526738859713078,
2,same_02,32,LINEAR-MATCH,paired,beta,0.011332706548273563,0.2081161132082343,
2,same_02,32,LINEAR-MATCH,paired,low_gamma,0.013880264014005661,0.2646912522614002,
2,same_02,32,LINEAR-MATCH,paired,high_frequency_secondary,0.02216288633644581,0.41373306326568127,
2,same_02,32,DET-MATCH,paired,delta,0.10051599889993668,0.14067409187555313,
2,same_02,32,DET-MATCH,paired,theta,0.05495378375053406,0.13431008160114288,
2,same_02,32,DET-MATCH,paired,alpha,0.03379249945282936,0.1725684516131878,
2,same_02,32,DET-MATCH,paired,beta,0.027583684772253036,0.19186513498425484,
2,same_02,32,DET-MATCH,paired,low_gamma,0.05112351477146149,0.2274480015039444,
2,same_02,32,DET-MATCH,paired,high_frequency_secondary,0.08940111845731735,0.3464948311448097,
2,same_02,32,DIFF-MATCH,paired,delta,0.09364107251167297,0.14754901826381683,
2,same_02,32,DIFF-MATCH,paired,theta,0.0515458881855011,0.13771797716617584,
2,same_02,32,DIFF-MATCH,paired,alpha,0.03456969931721687,0.17179125174880028,
2,same_02,32,DIFF-MATCH,paired,beta,0.02882182039320469,0.19062699936330318,
2,same_02,32,DIFF-MATCH,paired,low_gamma,0.05102112144231796,0.22755039483308792,
2,same_02,32,DIFF-MATCH,paired,high_frequency_secondary,0.10950053483247757,0.3263954147696495,
2,same_02,32,LINEAR-WRONG,paired,delta,0.06694255024194717,0.17424754053354263,
2,same_02,32,LINEAR-WRONG,paired,theta,0.03777644410729408,0.15148742124438286,
2,same_02,32,LINEAR-WRONG,paired,alpha,0.03162714093923569,0.17473381012678146,
2,same_02,32,LINEAR-WRONG,paired,beta,0.029156628996133804,0.19029219076037407,
2,same_02,32,LINEAR-WRONG,paired,low_gamma,0.033280570060014725,0.24529094621539116,
2,same_02,32,LINEAR-WRONG,paired,high_frequency_secondary,0.047946374863386154,0.3879495747387409,
2,same_02,32,DET-WRONG,paired,delta,0.12533064186573029,0.11585944890975952,
2,same_02,32,DET-WRONG,paired,theta,0.06757664680480957,0.12168721854686737,
2,same_02,32,DET-WRONG,paired,alpha,0.04565960541367531,0.16070134565234184,
2,same_02,32,DET-WRONG,paired,beta,0.03675154969096184,0.18269727006554604,
2,same_02,32,DET-WRONG,paired,low_gamma,0.05884498730301857,0.2197265289723873,
2,same_02,32,DET-WRONG,paired,high_frequency_secondary,0.10184073448181152,0.33405521512031555,
2,same_02,32,DIFF-WRONG,paired,delta,0.11635446548461914,0.12483562529087067,
2,same_02,32,DIFF-WRONG,paired,theta,0.06349092721939087,0.12577293813228607,
2,same_02,32,DIFF-WRONG,paired,alpha,0.045383039861917496,0.16097791120409966,
2,same_02,32,DIFF-WRONG,paired,beta,0.03675999119877815,0.18268882855772972,
2,same_02,32,DIFF-WRONG,paired,low_gamma,0.05834097042679787,0.22023054584860802,
2,same_02,32,DIFF-WRONG,paired,high_frequency_secondary,0.11950214207172394,0.31639380753040314,
2,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.3005281984806061,-0.05933810770511627,
2,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.2239135205745697,-0.03464965522289276,
2,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.26026779413223267,-0.053906843066215515,
2,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.2987882196903229,-0.079339399933815,
2,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.36440321803092957,-0.08583170175552368,
2,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,0.5141398310661316,-0.07824388146400452,
2,same_02,32,RAW,natural,delta,,,0.0
2,same_02,32,RAW,natural,theta,,,0.0
2,same_02,32,RAW,natural,alpha,,,0.0
2,same_02,32,RAW,natural,beta,,,0.0
2,same_02,32,RAW,natural,low_gamma,,,0.0
2,same_02,32,RAW,natural,high_frequency_secondary,,,0.0
2,same_02,32,LINEAR-POP,natural,delta,,,0.15400483926291827
2,same_02,32,LINEAR-POP,natural,theta,,,0.0995743610160459
2,same_02,32,LINEAR-POP,natural,alpha,,,0.1039235343156564
2,same_02,32,LINEAR-POP,natural,beta,,,0.07780247789072493
2,same_02,32,LINEAR-POP,natural,low_gamma,,,0.09554760838518686
2,same_02,32,LINEAR-POP,natural,high_frequency_secondary,,,0.18038307293427921
2,same_02,32,DET-POP,natural,delta,,,0.2558337325913843
2,same_02,32,DET-POP,natural,theta,,,0.12626038121780908
2,same_02,32,DET-POP,natural,alpha,,,0.11886626558676562
2,same_02,32,DET-POP,natural,beta,,,0.08473491897100846
2,same_02,32,DET-POP,natural,low_gamma,,,0.08803304048531507
2,same_02,32,DET-POP,natural,high_frequency_secondary,,,0.13644324328922822
2,same_02,32,DIFF-POP,natural,delta,,,0.24347229407191529
2,same_02,32,DIFF-POP,natural,theta,,,0.12246011654044858
2,same_02,32,DIFF-POP,natural,alpha,,,0.11582076067218525
2,same_02,32,DIFF-POP,natural,beta,,,0.0814703067139631
2,same_02,32,DIFF-POP,natural,low_gamma,,,0.09079660834966072
2,same_02,32,DIFF-POP,natural,high_frequency_secondary,,,0.14431074536094113
2,same_02,32,LINEAR-MATCH,natural,delta,,,0.20270001670211138
2,same_02,32,LINEAR-MATCH,natural,theta,,,0.13067196169397569
2,same_02,32,LINEAR-MATCH,natural,alpha,,,0.13108549552966184
2,same_02,32,LINEAR-MATCH,natural,beta,,,0.09283164617184037
2,same_02,32,LINEAR-MATCH,natural,low_gamma,,,0.12207697976610546
2,same_02,32,LINEAR-MATCH,natural,high_frequency_secondary,,,0.24199563456346296
2,same_02,32,DET-MATCH,natural,delta,,,0.30102064071456514
2,same_02,32,DET-MATCH,natural,theta,,,0.1532811215423926
2,same_02,32,DET-MATCH,natural,alpha,,,0.14408851110193524
2,same_02,32,DET-MATCH,natural,beta,,,0.09877824225054128
2,same_02,32,DET-MATCH,natural,low_gamma,,,0.11089623854254843
2,same_02,32,DET-MATCH,natural,high_frequency_secondary,,,0.18617732789530178
2,same_02,32,DIFF-MATCH,natural,delta,,,0.28827209963199657
2,same_02,32,DIFF-MATCH,natural,theta,,,0.1492107043867422
2,same_02,32,DIFF-MATCH,natural,alpha,,,0.14084238038239308
2,same_02,32,DIFF-MATCH,natural,beta,,,0.09568413302665017
2,same_02,32,DIFF-MATCH,natural,low_gamma,,,0.1140714025831824
2,same_02,32,DIFF-MATCH,natural,high_frequency_secondary,,,0.18795487718474213
2,same_02,32,LINEAR-WRONG,natural,delta,,,0.17706162180576632
2,same_02,32,LINEAR-WRONG,natural,theta,,,0.11228519305211998
2,same_02,32,LINEAR-WRONG,natural,alpha,,,0.11743260410872106
2,same_02,32,LINEAR-WRONG,natural,beta,,,0.08672638338427083
2,same_02,32,LINEAR-WRONG,natural,low_gamma,,,0.11854022040616813
2,same_02,32,LINEAR-WRONG,natural,high_frequency_secondary,,,0.23510247602619058
2,same_02,32,DET-WRONG,natural,delta,,,0.2748001296076022
2,same_02,32,DET-WRONG,natural,theta,,,0.13682775033351297
2,same_02,32,DET-WRONG,natural,alpha,,,0.13189404869491564
2,same_02,32,DET-WRONG,natural,beta,,,0.09252433728212404
2,same_02,32,DET-WRONG,natural,low_gamma,,,0.10682021132081225
2,same_02,32,DET-WRONG,natural,high_frequency_secondary,,,0.17989904235694712
2,same_02,32,DIFF-WRONG,natural,delta,,,0.26309820786399984
2,same_02,32,DIFF-WRONG,natural,theta,,,0.13337539426923853
2,same_02,32,DIFF-WRONG,natural,alpha,,,0.12907000810368763
2,same_02,32,DIFF-WRONG,natural,beta,,,0.0899241515749832
2,same_02,32,DIFF-WRONG,natural,low_gamma,,,0.10950660452008164
2,same_02,32,DIFF-WRONG,natural,high_frequency_secondary,,,0.18214481653426431
2,same_02,32,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.11359484248280702
2,same_02,32,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.08346568218815492
2,same_02,32,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.06267638717218045
2,same_02,32,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.06719552470116319
2,same_02,32,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.08247954788509156
2,same_02,32,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.13601403894458045
