successful_update,pair_indices,pair_keys
2420,314;483;12;312;332;569;815;711,study05/study05_p41:target_t21_512:source_t5_1536;study05/study05_p44:target_t26_1536:source_t7_0;study05/study05_p06:target_t20_0:source_t3_1024;study05/study05_p41:target_t20_1536:source_t5_512;study05/study05_p41:target_t25_1536:source_t10_512;study05/study05_p45:target_t32_0:source_t15_1024;study05/study05_p48:target_t36_512:source_t3_0;study05/study05_p47:target_t27_1024:source_t12_0
2421,218;635;358;91;204;491;84;610,study05/study05_p24:target_t32_1024:source_t2_512;study05/study05_p46:target_t30_1024:source_t8_1536;study05/study05_p41:target_t32_1024:source_t2_1536;study05/study05_p10:target_t18_0:source_t1_1024;study05/study05_p24:target_t29_0:source_t15_1024;study05/study05_p44:target_t28_1536:source_t9_0;study05/study05_p06:target_t38_512:source_t4_1536;study05/study05_p46:target_t23_1536:source_t2_1024
2422,8;188;758;510;385;696;249;191,study05/study05_p06:target_t19_0:source_t2_1024;study05/study05_p24:target_t24_1536:source_t9_1024;study05/study05_p48:target_t19_1024:source_t1_1536;study05/study05_p44:target_t33_1024:source_t1_0;study05/study05_p43:target_t24_512:source_t5_1536;study05/study05_p47:target_t23_1536:source_t7_1024;study05/study05_p40:target_t25_1024:source_t7_1536;study05/study05_p24:target_t25_1536:source_t10_512
2423,176;318;457;566;32;198;242;95,study05/study05_p24:target_t17_512:source_t6_1024;study05/study05_p41:target_t22_512:source_t6_1536;study05/study05_p44:target_t20_512:source_t0_1024;study05/study05_p45:target_t31_512:source_t14_1024;study05/study05_p06:target_t25_0:source_t8_1024;study05/study05_p24:target_t27_1024:source_t13_1024;study05/study05_p40:target_t23_1536:source_t6_0;study05/study05_p10:target_t19_0:source_t2_1024
2424,482;408;759;175;579;524;168;463,study05/study05_p44:target_t26_1024:source_t6_1536;study05/study05_p43:target_t30_1536:source_t11_1024;study05/study05_p48:target_t19_1536:source_t2_0;study05/study05_p24:target_t17_0:source_t6_512;study05/study05_p45:target_t34_1536:source_t1_512;study05/study05_p45:target_t18_1024:source_t3_0;study05/study05_p10:target_t37_512:source_t4_1536;study05/study05_p44:target_t21_1536:source_t2_0
2425,748;130;187;653;267;386;464;768,study05/study05_p48:target_t16_1536:source_t12_1536;study05/study05_p10:target_t27_1536:source_t11_1536;study05/study05_p24:target_t24_1024:source_t9_512;study05/study05_p46:target_t35_0:source_t13_1536;study05/study05_p40:target_t30_512:source_t13_0;study05/study05_p43:target_t24_1024:source_t6_0;study05/study05_p44:target_t22_0:source_t2_512;study05/study05_p48:target_t22_0:source_t4_512
2426,550;309;618;795;466;520;488;320,study05/study05_p45:target_t26_1024:source_t9_1536;study05/study05_p41:target_t20_0:source_t4_1024;study05/study05_p46:target_t25_1536:source_t4_1024;study05/study05_p48:target_t30_0:source_t11_0;study05/study05_p44:target_t22_1024:source_t2_1536;study05/study05_p45:target_t17_0:source_t2_0;study05/study05_p44:target_t28_0:source_t8_512;study05/study05_p41:target_t22_1536:source_t7_512
2427,137;121;279;262;285;756;381;595,study05/study05_p10:target_t29_1024:source_t13_1536;study05/study05_p10:target_t25_1024:source_t9_512;study05/study05_p40:target_t33_1024:source_t16_1024;study05/study05_p40:target_t29_0:source_t11_512;study05/study05_p40:target_t35_0:source_t0_0;study05/study05_p48:target_t19_0:source_t1_512;study05/study05_p43:target_t22_1536:source_t4_1536;study05/study05_p46:target_t20_0:source_t16_1536
2428,295;216;666;400;126;413;576;39,study05/study05_p41:target_t16_1024:source_t1_0;study05/study05_p24:target_t32_0:source_t1_1536;study05/study05_p46:target_t38_512:source_t17_512;study05/study05_p43:target_t28_0:source_t9_1024;study05/study05_p10:target_t26_1536:source_t10_1024;study05/study05_p43:target_t32_0:source_t14_512;study05/study05_p45:target_t34_0:source_t0_1024;study05/study05_p06:target_t26_1536:source_t10_512
2429,677;124;232;157;467;545;757;298,study05/study05_p47:target_t19_0:source_t2_1024;study05/study05_p10:target_t26_512:source_t10_0;study05/study05_p40:target_t21_512:source_t3_1024;study05/study05_p10:target_t34_1024:source_t2_0;study05/study05_p44:target_t22_1536:source_t3_0;study05/study05_p45:target_t25_512:source_t8_1024;study05/study05_p48:target_t19_512:source_t1_1024;study05/study05_p41:target_t17_512:source_t1_1536
2430,436;99;352;699;755;693;633;594,study05/study05_p44:target_t15_0:source_t8_0;study05/study05_p10:target_t20_0:source_t3_1024;study05/study05_p41:target_t30_1536:source_t1_512;study05/study05_p47:target_t24_1024:source_t8_1536;study05/study05_p48:target_t18_1536:source_t1_0;study05/study05_p47:target_t23_0:source_t6_1536;study05/study05_p46:target_t30_0:source_t8_512;study05/study05_p46:target_t19_1536:source_t16_1024
2431,211;558;89;25;445;615;470;192,study05/study05_p24:target_t30_1536:source_t0_1024;study05/study05_p45:target_t29_512:source_t12_0;study05/study05_p10:target_t17_1024:source_t1_0;study05/study05_p06:target_t23_512:source_t6_1536;study05/study05_p44:target_t17_512:source_t11_0;study05/study05_p46:target_t25_0:source_t3_1536;study05/study05_p44:target_t23_1024:source_t3_1536;study05/study05_p24:target_t26_0:source_t10_1024
2432,414;300;790;776;73;612;459;377,study05/study05_p43:target_t32_512:source_t15_0;study05/study05_p41:target_t17_1536:source_t2_512;study05/study05_p48:target_t28_0:source_t9_1536;study05/study05_p48:target_t24_512:source_t6_512;study05/study05_p06:target_t35_1024:source_t2_0;study05/study05_p46:target_t24_512:source_t3_0;study05/study05_p44:target_t20_1536:source_t1_0;study05/study05_p43:target_t21_1536:source_t3_1536
2433,420;132;496;236;248;60;814;276,study05/study05_p43:target_t34_512:source_t1_0;study05/study05_p10:target_t28_512:source_t12_1024;study05/study05_p44:target_t30_0:source_t11_0;study05/study05_p40:target_t22_512:source_t4_1024;study05/study05_p40:target_t25_512:source_t7_1024;study05/study05_p06:target_t32_512:source_t15_1536;study05/study05_p48:target_t36_0:source_t2_1536;study05/study05_p40:target_t32_1536:source_t15_1536
2434,772;778;169;673;554;193;156;353,study05/study05_p48:target_t23_0:source_t5_512;study05/study05_p48:target_t24_1536:source_t6_1536;study05/study05_p10:target_t37_1024:source_t5_0;study05/study05_p47:target_t18_0:source_t1_1024;study05/study05_p45:target_t27_1024:source_t10_1536;study05/study05_p24:target_t26_512:source_t10_1536;study05/study05_p10:target_t34_512:source_t1_1536;study05/study05_p41:target_t31_0:source_t1_1024
2435,798;255;512;390;722;70;62;214,study05/study05_p48:target_t30_1536:source_t11_1536;study05/study05_p40:target_t27_512:source_t9_512;study05/study05_p44:target_t34_0:source_t1_1024;study05/study05_p43:target_t25_1024:source_t7_0;study05/study05_p47:target_t30_512:source_t15_1024;study05/study05_p06:target_t34_1536:source_t1_512;study05/study05_p06:target_t32_1536:source_t16_512;study05/study05_p24:target_t31_1024:source_t1_512
2436,98;557;347;221;50;632;419;149,study05/study05_p10:target_t19_1536:source_t3_512;study05/study05_p45:target_t29_0:source_t11_1536;study05/study05_p41:target_t29_1024:source_t0_0;study05/study05_p40:target_t18_512:source_t0_1536;study05/study05_p06:target_t29_1536:source_t13_512;study05/study05_p46:target_t29_1536:source_t8_0;study05/study05_p43:target_t34_0:source_t0_1536;study05/study05_p10:target_t32_1024:source_t0_0
2437,486;712;562;48;100;475;752;293,study05/study05_p44:target_t27_1024:source_t7_1536;study05/study05_p47:target_t27_1536:source_t12_512;study05/study05_p45:target_t30_512:source_t13_512;study05/study05_p06:target_t29_512:source_t12_1024;study05/study05_p10:target_t20_512:source_t3_1536;study05/study05_p44:target_t24_1536:source_t5_0;study05/study05_p48:target_t17_1536:source_t0_512;study05/study05_p41:target_t16_0:source_t0_1024
2438,82;734;453;213;387;380;592;277,study05/study05_p06:target_t37_1536:source_t4_512;study05/study05_p47:target_t33_512:source_t1_1536;study05/study05_p44:target_t19_512:source_t14_512;study05/study05_p24:target_t31_512:source_t1_0;study05/study05_p43:target_t24_1536:source_t6_512;study05/study05_p43:target_t22_1024:source_t4_1024;study05/study05_p46:target_t19_512:source_t16_0;study05/study05_p40:target_t33_0:source_t16_0
2439,717;547;603;208;749;697;686;449,study05/study05_p47:target_t29_0:source_t13_1536;study05/study05_p45:target_t25_1536:source_t9_0;study05/study05_p46:target_t22_0:source_t0_1536;study05/study05_p24:target_t30_0:source_t16_1536;study05/study05_p48:target_t17_0:source_t13_512;study05/study05_p47:target_t24_0:source_t8_0;study05/study05_p47:target_t21_512:source_t4_1536;study05/study05_p44:target_t18_512:source_t12_1024
2440,485;399;581;788;658;227;440;622,study05/study05_p44:target_t27_512:source_t7_1024;study05/study05_p43:target_t27_1536:source_t9_512;study05/study05_p45:target_t35_512:source_t1_1536;study05/study05_p48:target_t27_1024:source_t9_512;study05/study05_p46:target_t36_512:source_t15_512;study05/study05_p40:target_t19_1536:source_t2_512;study05/study05_p44:target_t16_0:source_t9_0;study05/study05_p46:target_t26_1536:source_t5_1024
2441,714;177;87;498;713;33;336;469,study05/study05_p47:target_t28_512:source_t13_0;study05/study05_p24:target_t20_0:source_t6_1536;study05/study05_p10:target_t17_0:source_t0_1024;study05/study05_p44:target_t30_1024:source_t11_1024;study05/study05_p47:target_t28_0:source_t12_1024;study05/study05_p06:target_t25_512:source_t8_1536;study05/study05_p41:target_t26_1536:source_t11_512;study05/study05_p44:target_t23_512:source_t3_1024
2442,237;294;775;771;196;141;189;96,study05/study05_p40:target_t22_1024:source_t4_1536;study05/study05_p41:target_t16_512:source_t0_1536;study05/study05_p48:target_t24_0:source_t6_0;study05/study05_p48:target_t22_1536:source_t5_0;study05/study05_p24:target_t27_0:source_t13_0;study05/study05_p10:target_t30_1024:source_t15_0;study05/study05_p24:target_t25_512:source_t9_1536;study05/study05_p10:target_t19_512:source_t2_1536
2443,657;698;423;77;781;51;596;417,study05/study05_p46:target_t36_0:source_t15_0;study05/study05_p47:target_t24_512:source_t8_1024;study05/study05_p43:target_t35_0:source_t1_1536;study05/study05_p06:target_t36_1024:source_t3_0;study05/study05_p48:target_t25_1024:source_t7_1024;study05/study05_p06:target_t30_0:source_t13_1024;study05/study05_p46:target_t20_512:source_t17_0;study05/study05_p43:target_t33_0:source_t0_512
2444,571;68;369;716;101;541;286;97,study05/study05_p45:target_t32_1024:source_t16_0;study05/study05_p06:target_t34_512:source_t0_1536;study05/study05_p43:target_t19_512:source_t1_1536;study05/study05_p47:target_t28_1536:source_t13_1024;study05/study05_p10:target_t20_1024:source_t4_0;study05/study05_p45:target_t23_1536:source_t7_512;study05/study05_p40:target_t35_512:source_t0_512;study05/study05_p10:target_t19_1024:source_t3_0
2445,239;446;538;724;602;669;292;24,study05/study05_p40:target_t23_0:source_t5_512;study05/study05_p44:target_t17_1024:source_t11_512;study05/study05_p45:target_t23_0:source_t6_1024;study05/study05_p47:target_t30_1536:source_t16_512;study05/study05_p46:target_t21_1536:source_t0_1024;study05/study05_p47:target_t17_0:source_t0_1024;study05/study05_p40:target_t36_1536:source_t1_1536;study05/study05_p06:target_t23_0:source_t6_1024
2446,46;165;590;162;349;817;5;394,study05/study05_p06:target_t28_1536:source_t12_0;study05/study05_p10:target_t36_1024:source_t4_0;study05/study05_p46:target_t18_1536:source_t15_1024;study05/study05_p10:target_t35_1536:source_t3_512;study05/study05_p41:target_t30_0:source_t0_1024;study05/study05_p48:target_t36_1536:source_t3_1024;study05/study05_p06:target_t18_512:source_t1_1536;study05/study05_p43:target_t26_1024:source_t8_0
2447,480;792;69;103;55;251;410;119,study05/study05_p44:target_t26_0:source_t6_512;study05/study05_p48:target_t29_0:source_t10_512;study05/study05_p06:target_t34_1024:source_t1_0;study05/study05_p10:target_t21_0:source_t4_1024;study05/study05_p06:target_t31_0:source_t14_1024;study05/study05_p40:target_t26_512:source_t8_512;study05/study05_p43:target_t31_512:source_t12_1536;study05/study05_p10:target_t25_0:source_t8_1024
2448,316;649;794;591;315;26;122;140,study05/study05_p41:target_t21_1536:source_t6_512;study05/study05_p46:target_t34_0:source_t12_1536;study05/study05_p48:target_t29_1024:source_t10_1536;study05/study05_p46:target_t19_0:source_t15_1536;study05/study05_p41:target_t21_1024:source_t6_0;study05/study05_p06:target_t23_1024:source_t7_0;study05/study05_p10:target_t25_1536:source_t9_1024;study05/study05_p10:target_t30_512:source_t14_1024
2449,58;535;264;52;406;411;326;363,study05/study05_p06:target_t31_1536:source_t15_512;study05/study05_p45:target_t21_1536:source_t5_1536;study05/study05_p40:target_t29_1024:source_t11_1536;study05/study05_p06:target_t30_512:source_t13_1536;study05/study05_p43:target_t30_512:source_t11_0;study05/study05_p43:target_t31_1024:source_t13_0;study05/study05_p41:target_t24_512:source_t8_1536;study05/study05_p41:target_t33_1536:source_t4_0
2450,654;727;113;403;760;461;720;66,study05/study05_p46:target_t35_512:source_t14_512;study05/study05_p47:target_t31_1024:source_t0_0;study05/study05_p10:target_t23_1024:source_t7_0;study05/study05_p43:target_t29_512:source_t10_512;study05/study05_p48:target_t20_0:source_t2_512;study05/study05_p44:target_t21_512:source_t1_1024;study05/study05_p47:target_t29_1536:source_t14_1024;study05/study05_p06:target_t33_1536:source_t0_512
2451,514;700;328;431;494;74;617;737,study05/study05_p44:target_t34_1024:source_t2_0;study05/study05_p47:target_t24_1536:source_t9_0;study05/study05_p41:target_t24_1536:source_t9_512;study05/study05_p43:target_t37_1536:source_t3_1536;study05/study05_p44:target_t29_1024:source_t9_1536;study05/study05_p06:target_t35_1536:source_t2_512;study05/study05_p46:target_t25_1024:source_t4_512;study05/study05_p47:target_t34_0:source_t2_1024
2452,688;743;739;163;767;742;779;330,study05/study05_p47:target_t21_1536:source_t5_512;study05/study05_p48:target_t15_1024:source_t11_0;study05/study05_p47:target_t34_1024:source_t3_0;study05/study05_p10:target_t36_0:source_t3_1024;study05/study05_p48:target_t21_1536:source_t4_0;study05/study05_p48:target_t15_512:source_t10_1536;study05/study05_p48:target_t25_0:source_t7_0;study05/study05_p41:target_t25_512:source_t9_1536
2453,462;694;260;718;159;442;354;154,study05/study05_p44:target_t21_1024:source_t1_1536;study05/study05_p47:target_t23_512:source_t7_0;study05/study05_p40:target_t28_1024:source_t10_1536;study05/study05_p47:target_t29_512:source_t14_0;study05/study05_p10:target_t35_0:source_t2_1024;study05/study05_p44:target_t16_1024:source_t9_1024;study05/study05_p41:target_t31_512:source_t1_1536;study05/study05_p10:target_t33_1536:source_t1_512
2454,278;583;676;811;679;27;186;197,study05/study05_p40:target_t33_512:source_t16_512;study05/study05_p45:target_t35_1536:source_t2_512;study05/study05_p47:target_t18_1536:source_t2_512;study05/study05_p48:target_t34_1536:source_t2_0;study05/study05_p47:target_t19_1024:source_t3_0;study05/study05_p06:target_t23_1536:source_t7_512;study05/study05_p24:target_t24_512:source_t9_0;study05/study05_p24:target_t27_512:source_t13_512
2455,474;723;448;373;441;57;360;362,study05/study05_p44:target_t24_1024:source_t4_1536;study05/study05_p47:target_t30_1024:source_t15_1536;study05/study05_p44:target_t18_0:source_t11_1536;study05/study05_p43:target_t20_512:source_t2_1536;study05/study05_p44:target_t16_512:source_t9_512;study05/study05_p06:target_t31_1024:source_t15_0;study05/study05_p41:target_t33_0:source_t3_512;study05/study05_p41:target_t33_1024:source_t3_1536
2456,402;577;269;733;16;173;7;18,study05/study05_p43:target_t29_0:source_t10_0;study05/study05_p45:target_t34_512:source_t0_1536;study05/study05_p40:target_t31_0:source_t13_1024;study05/study05_p47:target_t33_0:source_t1_1024;study05/study05_p06:target_t21_0:source_t4_1024;study05/study05_p10:target_t38_1024:source_t6_0;study05/study05_p06:target_t18_1536:source_t2_512;study05/study05_p06:target_t21_1024:source_t5_0
2457,551;3;145;495;396;155;606;206,study05/study05_p45:target_t26_1536:source_t10_0;study05/study05_p06:target_t17_1536:source_t1_512;study05/study05_p10:target_t31_1024:source_t16_0;study05/study05_p44:target_t29_1536:source_t10_1024;study05/study05_p43:target_t27_0:source_t8_1024;study05/study05_p10:target_t34_0:source_t1_1024;study05/study05_p46:target_t22_1536:source_t1_1024;study05/study05_p24:target_t29_1024:source_t16_512
2458,516;808;806;11;675;605;93;4,study05/study05_p44:target_t35_0:source_t2_1024;study05/study05_p48:target_t34_0:source_t1_512;study05/study05_p48:target_t33_0:source_t0_1536;study05/study05_p06:target_t19_1536:source_t3_512;study05/study05_p47:target_t18_1024:source_t2_0;study05/study05_p46:target_t22_1024:source_t1_512;study05/study05_p10:target_t18_1024:source_t2_0;study05/study05_p06:target_t18_0:source_t1_1024
2459,438;289;642;611;626;209;421;351,study05/study05_p44:target_t15_1024:source_t8_1024;study05/study05_p40:target_t36_0:source_t1_0;study05/study05_p46:target_t32_512:source_t10_1024;study05/study05_p46:target_t24_0:source_t2_1536;study05/study05_p46:target_t27_1536:source_t6_1024;study05/study05_p24:target_t30_512:source_t0_0;study05/study05_p43:target_t34_1024:source_t1_512;study05/study05_p41:target_t30_1024:source_t1_0
2460,418;433;250;23;621;509;627;652,study05/study05_p43:target_t33_1536:source_t0_1024;study05/study05_p43:target_t38_512:source_t4_512;study05/study05_p40:target_t25_1536:source_t8_0;study05/study05_p06:target_t22_1536:source_t6_512;study05/study05_p46:target_t26_1024:source_t5_512;study05/study05_p44:target_t33_512:source_t0_1536;study05/study05_p46:target_t28_1024:source_t6_1536;study05/study05_p46:target_t34_1536:source_t13_1024
2461,608;604;88;241;674;598;728;804,study05/study05_p46:target_t23_512:source_t2_0;study05/study05_p46:target_t22_512:source_t1_0;study05/study05_p10:target_t17_512:source_t0_1536;study05/study05_p40:target_t23_1024:source_t5_1536;study05/study05_p47:target_t18_512:source_t1_1536;study05/study05_p46:target_t20_1536:source_t17_1024;study05/study05_p47:target_t31_1536:source_t0_512;study05/study05_p48:target_t32_1024:source_t0_512
2462,492;519;766;630;355;41;257;487,study05/study05_p44:target_t29_0:source_t9_512;study05/study05_p44:target_t35_1536:source_t3_512;study05/study05_p48:target_t21_1024:source_t3_1536;study05/study05_p46:target_t29_512:source_t7_1024;study05/study05_p41:target_t31_1024:source_t2_0;study05/study05_p06:target_t27_512:source_t10_1536;study05/study05_p40:target_t27_1536:source_t10_0;study05/study05_p44:target_t27_1536:source_t8_0
2463,505;161;350;456;179;616;597;339,study05/study05_p44:target_t32_512:source_t14_1536;study05/study05_p10:target_t35_1024:source_t3_0;study05/study05_p41:target_t30_512:source_t0_1536;study05/study05_p44:target_t20_0:source_t0_512;study05/study05_p24:target_t21_512:source_t7_512;study05/study05_p46:target_t25_512:source_t4_0;study05/study05_p46:target_t20_1024:source_t17_512;study05/study05_p41:target_t27_1024:source_t12_1024
2464,210;199;744;128;317;807;692;125,study05/study05_p24:target_t30_1024:source_t0_512;study05/study05_p24:target_t27_1536:source_t14_0;study05/study05_p48:target_t15_1536:source_t11_512;study05/study05_p10:target_t27_512:source_t11_512;study05/study05_p41:target_t22_0:source_t6_1024;study05/study05_p48:target_t33_1536:source_t1_0;study05/study05_p47:target_t22_1536:source_t6_512;study05/study05_p10:target_t26_1024:source_t10_512
2465,638;529;726;235;508;452;791;120,study05/study05_p46:target_t31_512:source_t9_1024;study05/study05_p45:target_t19_1536:source_t4_512;study05/study05_p47:target_t31_512:source_t16_1536;study05/study05_p40:target_t22_0:source_t4_512;study05/study05_p44:target_t33_0:source_t0_1024;study05/study05_p44:target_t19_0:source_t13_1536;study05/study05_p48:target_t28_512:source_t10_0;study05/study05_p10:target_t25_512:source_t9_0
2466,45;783;284;769;701;335;311;202,study05/study05_p06:target_t28_1024:source_t11_1536;study05/study05_p48:target_t26_0:source_t8_0;study05/study05_p40:target_t34_1536:source_t17_1536;study05/study05_p48:target_t22_512:source_t4_1024;study05/study05_p47:target_t25_0:source_t9_512;study05/study05_p41:target_t26_1024:source_t11_0;study05/study05_p41:target_t20_1024:source_t5_0;study05/study05_p24:target_t28_1024:source_t15_0
2467,142;706;738;428;497;468;306;575,study05/study05_p10:target_t30_1536:source_t15_512;study05/study05_p47:target_t26_512:source_t10_1024;study05/study05_p47:target_t34_512:source_t2_1536;study05/study05_p43:target_t37_0:source_t3_0;study05/study05_p44:target_t30_512:source_t11_512;study05/study05_p44:target_t23_0:source_t3_512;study05/study05_p41:target_t19_512:source_t3_1536;study05/study05_p45:target_t33_1536:source_t0_512
2468,36;374;263;703;357;38;215;30,study05/study05_p06:target_t26_0:source_t9_1024;study05/study05_p43:target_t20_1024:source_t3_0;study05/study05_p40:target_t29_512:source_t11_1024;study05/study05_p47:target_t25_1024:source_t9_1536;study05/study05_p41:target_t32_512:source_t2_1024;study05/study05_p06:target_t26_1024:source_t10_0;study05/study05_p24:target_t31_1536:source_t1_1024;study05/study05_p06:target_t24_1024:source_t8_0
2469,668;372;780;786;343;561;736;274,study05/study05_p46:target_t38_1536:source_t17_1536;study05/study05_p43:target_t20_0:source_t2_1024;study05/study05_p48:target_t25_512:source_t7_512;study05/study05_p48:target_t26_1536:source_t8_1536;study05/study05_p41:target_t28_1024:source_t14_1024;study05/study05_p45:target_t30_0:source_t13_0;study05/study05_p47:target_t33_1536:source_t2_512;study05/study05_p40:target_t32_512:source_t15_512
2470,593;15;21;364;134;507;585;144,study05/study05_p46:target_t19_1024:source_t16_512;study05/study05_p06:target_t20_1536:source_t4_512;study05/study05_p06:target_t22_512:source_t5_1536;study05/study05_p43:target_t18_0:source_t0_1024;study05/study05_p10:target_t28_1536:source_t13_0;study05/study05_p44:target_t32_1536:source_t0_512;study05/study05_p45:target_t36_1024:source_t2_1536;study05/study05_p10:target_t31_512:source_t15_1536
2471,647;233;511;212;685;299;525;34,study05/study05_p46:target_t33_1024:source_t11_1536;study05/study05_p40:target_t21_1024:source_t3_1536;study05/study05_p44:target_t33_1536:source_t1_512;study05/study05_p24:target_t31_0:source_t0_1536;study05/study05_p47:target_t21_0:source_t4_1024;study05/study05_p41:target_t17_1024:source_t2_0;study05/study05_p45:target_t18_1536:source_t3_512;study05/study05_p06:target_t25_1024:source_t9_0
2472,158;397,study05/study05_p10:target_t34_1536:source_t2_512;study05/study05_p43:target_t27_512:source_t8_1536
2473,42;550;540;511;188;239;740;522,study05/study05_p06:target_t27_1024:source_t11_0;study05/study05_p45:target_t26_1024:source_t9_1536;study05/study05_p45:target_t23_1024:source_t7_0;study05/study05_p44:target_t33_1536:source_t1_512;study05/study05_p24:target_t24_1536:source_t9_1024;study05/study05_p40:target_t23_0:source_t5_512;study05/study05_p47:target_t34_1536:source_t3_512;study05/study05_p45:target_t18_0:source_t2_1024
2474,527;322;742;236;620;455;392;287,study05/study05_p45:target_t19_512:source_t3_1536;study05/study05_p41:target_t23_512:source_t7_1536;study05/study05_p48:target_t15_512:source_t10_1536;study05/study05_p40:target_t22_512:source_t4_1024;study05/study05_p46:target_t26_512:source_t5_0;study05/study05_p44:target_t19_1536:source_t0_0;study05/study05_p43:target_t26_0:source_t7_1024;study05/study05_p40:target_t35_1024:source_t0_1024
2475,39;424;48;567;727;775;487;106,study05/study05_p06:target_t26_1536:source_t10_512;study05/study05_p43:target_t35_512:source_t2_0;study05/study05_p06:target_t29_512:source_t12_1024;study05/study05_p45:target_t31_1024:source_t14_1536;study05/study05_p47:target_t31_1024:source_t0_0;study05/study05_p48:target_t24_0:source_t6_0;study05/study05_p44:target_t27_1536:source_t8_0;study05/study05_p10:target_t21_1536:source_t5_512
2476,640;34;32;13;736;129;440;273,study05/study05_p46:target_t31_1536:source_t10_0;study05/study05_p06:target_t25_1024:source_t9_0;study05/study05_p06:target_t25_0:source_t8_1024;study05/study05_p06:target_t20_512:source_t3_1536;study05/study05_p47:target_t33_1536:source_t2_512;study05/study05_p10:target_t27_1024:source_t11_1024;study05/study05_p44:target_t16_0:source_t9_0;study05/study05_p40:target_t32_0:source_t15_0
2477,408;325;257;802;332;207;62;441,study05/study05_p43:target_t30_1536:source_t11_1024;study05/study05_p41:target_t24_0:source_t8_1024;study05/study05_p40:target_t27_1536:source_t10_0;study05/study05_p48:target_t32_0:source_t14_512;study05/study05_p41:target_t25_1536:source_t10_512;study05/study05_p24:target_t29_1536:source_t16_1024;study05/study05_p06:target_t32_1536:source_t16_512;study05/study05_p44:target_t16_512:source_t9_512
2478,585;587;223;653;331;274;799;486,study05/study05_p45:target_t36_1024:source_t2_1536;study05/study05_p46:target_t18_0:source_t14_1536;study05/study05_p40:target_t18_1536:source_t1_512;study05/study05_p46:target_t35_0:source_t13_1536;study05/study05_p41:target_t25_1024:source_t10_0;study05/study05_p40:target_t32_512:source_t15_512;study05/study05_p48:target_t31_512:source_t12_512;study05/study05_p44:target_t27_1024:source_t7_1536
2479,360;774;485;202;520;626;547;473,study05/study05_p41:target_t33_0:source_t3_512;study05/study05_p48:target_t23_1024:source_t5_1536;study05/study05_p44:target_t27_512:source_t7_1024;study05/study05_p24:target_t28_1024:source_t15_0;study05/study05_p45:target_t17_0:source_t2_0;study05/study05_p46:target_t27_1536:source_t6_1024;study05/study05_p45:target_t25_1536:source_t9_0;study05/study05_p44:target_t24_512:source_t4_1024
2480,169;150;138;447;637;478;710;136,study05/study05_p10:target_t37_1024:source_t5_0;study05/study05_p10:target_t32_1536:source_t0_512;study05/study05_p10:target_t29_1536:source_t14_0;study05/study05_p44:target_t17_1536:source_t11_1024;study05/study05_p46:target_t31_0:source_t9_512;study05/study05_p44:target_t25_1024:source_t5_1536;study05/study05_p47:target_t27_512:source_t11_1536;study05/study05_p10:target_t29_512:source_t13_1024
2481,300;749;421;279;121;49;732;343,study05/study05_p41:target_t17_1536:source_t2_512;study05/study05_p48:target_t17_0:source_t13_512;study05/study05_p43:target_t34_1024:source_t1_512;study05/study05_p40:target_t33_1024:source_t16_1024;study05/study05_p10:target_t25_1024:source_t9_512;study05/study05_p06:target_t29_1024:source_t13_0;study05/study05_p47:target_t32_1536:source_t1_512;study05/study05_p41:target_t28_1024:source_t14_1024
2482,794;582;165;770;764;509;480;409,study05/study05_p48:target_t29_1024:source_t10_1536;study05/study05_p45:target_t35_1024:source_t2_0;study05/study05_p10:target_t36_1024:source_t4_0;study05/study05_p48:target_t22_1024:source_t4_1536;study05/study05_p48:target_t21_0:source_t3_512;study05/study05_p44:target_t33_512:source_t0_1536;study05/study05_p44:target_t26_0:source_t6_512;study05/study05_p43:target_t31_0:source_t11_1536
2483,610;686;319;350;462;198;790;4,study05/study05_p46:target_t23_1536:source_t2_1024;study05/study05_p47:target_t21_512:source_t4_1536;study05/study05_p41:target_t22_1024:source_t7_0;study05/study05_p41:target_t30_512:source_t0_1536;study05/study05_p44:target_t21_1024:source_t1_1536;study05/study05_p24:target_t27_1024:source_t13_1024;study05/study05_p48:target_t28_0:source_t9_1536;study05/study05_p06:target_t18_0:source_t1_1024
2484,347;58;677;615;269;404;93;101,study05/study05_p41:target_t29_1024:source_t0_0;study05/study05_p06:target_t31_1536:source_t15_512;study05/study05_p47:target_t19_0:source_t2_1024;study05/study05_p46:target_t25_0:source_t3_1536;study05/study05_p40:target_t31_0:source_t13_1024;study05/study05_p43:target_t29_1024:source_t10_1024;study05/study05_p10:target_t18_1024:source_t2_0;study05/study05_p10:target_t20_1024:source_t4_0
2485,679;539;564;305;261;419;247;231,study05/study05_p47:target_t19_1024:source_t3_0;study05/study05_p45:target_t23_512:source_t6_1536;study05/study05_p45:target_t30_1536:source_t13_1536;study05/study05_p41:target_t19_0:source_t3_1024;study05/study05_p40:target_t28_1536:source_t11_0;study05/study05_p43:target_t34_0:source_t0_1536;study05/study05_p40:target_t25_0:source_t7_512;study05/study05_p40:target_t21_0:source_t3_512
2486,74;346;488;584;712;788;377;581,study05/study05_p06:target_t35_1536:source_t2_512;study05/study05_p41:target_t29_512:source_t15_1536;study05/study05_p44:target_t28_0:source_t8_512;study05/study05_p45:target_t36_512:source_t2_1024;study05/study05_p47:target_t27_1536:source_t12_512;study05/study05_p48:target_t27_1024:source_t9_512;study05/study05_p43:target_t21_1536:source_t3_1536;study05/study05_p45:target_t35_512:source_t1_1536
