basis,fold,participant,projection_error,sample,session,task
QUERY_ORACLE,0,sub-05,0.2578413188457489,104,ses-04,ERP
POP,0,sub-03,0.5660036206245422,105,ses-03,SSVEP
MATCH,0,sub-03,0.29840609431266785,105,ses-03,SSVEP
WRONG,0,sub-03,0.5429573059082031,105,ses-03,SSVEP
QUERY_ORACLE,0,sub-03,0.2581300139427185,105,ses-03,SSVEP
POP,0,sub-02,0.3627380132675171,106,ses-03,ERP
MATCH,0,sub-02,0.3085949122905731,106,ses-03,ERP
WRONG,0,sub-02,0.333073228597641,106,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.2837919592857361,106,ses-03,ERP
POP,0,sub-05,0.5394026041030884,107,ses-03,ERP
MATCH,0,sub-05,0.32570627331733704,107,ses-03,ERP
WRONG,0,sub-05,0.42413607239723206,107,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.2978549003601074,107,ses-03,ERP
POP,0,sub-03,0.5081420540809631,108,ses-04,ERP
MATCH,0,sub-03,0.35730233788490295,108,ses-04,ERP
WRONG,0,sub-03,0.43843767046928406,108,ses-04,ERP
QUERY_ORACLE,0,sub-03,0.28313905000686646,108,ses-04,ERP
POP,0,sub-03,0.512832522392273,109,ses-02,ERP
MATCH,0,sub-03,0.23359017074108124,109,ses-02,ERP
WRONG,0,sub-03,0.43428438901901245,109,ses-02,ERP
QUERY_ORACLE,0,sub-03,0.20393702387809753,109,ses-02,ERP
POP,0,sub-05,0.36032336950302124,110,ses-02,ERP
MATCH,0,sub-05,0.3026236891746521,110,ses-02,ERP
WRONG,0,sub-05,0.3460620939731598,110,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.2823966145515442,110,ses-02,ERP
POP,0,sub-03,0.36187276244163513,111,ses-02,ERP
MATCH,0,sub-03,0.27549293637275696,111,ses-02,ERP
WRONG,0,sub-03,0.32591304183006287,111,ses-02,ERP
QUERY_ORACLE,0,sub-03,0.26475009322166443,111,ses-02,ERP
POP,0,sub-05,0.3686141073703766,112,ses-03,SSVEP
MATCH,0,sub-05,0.3046201467514038,112,ses-03,SSVEP
WRONG,0,sub-05,0.3548980951309204,112,ses-03,SSVEP
QUERY_ORACLE,0,sub-05,0.2909446954727173,112,ses-03,SSVEP
POP,0,sub-03,0.3632409870624542,113,ses-03,ERP
MATCH,0,sub-03,0.2824169397354126,113,ses-03,ERP
WRONG,0,sub-03,0.2996850311756134,113,ses-03,ERP
QUERY_ORACLE,0,sub-03,0.27412065863609314,113,ses-03,ERP
POP,0,sub-03,0.3915155529975891,114,ses-03,ERP
MATCH,0,sub-03,0.32715609669685364,114,ses-03,ERP
WRONG,0,sub-03,0.3779352009296417,114,ses-03,ERP
QUERY_ORACLE,0,sub-03,0.3003103733062744,114,ses-03,ERP
POP,0,sub-03,0.9531175494194031,115,ses-04,SSVEP
MATCH,0,sub-03,0.2620394825935364,115,ses-04,SSVEP
WRONG,0,sub-03,0.8670470118522644,115,ses-04,SSVEP
QUERY_ORACLE,0,sub-03,0.2624290883541107,115,ses-04,SSVEP
POP,0,sub-05,0.644568681716919,116,ses-04,ERP
MATCH,0,sub-05,0.27433034777641296,116,ses-04,ERP
WRONG,0,sub-05,0.6092096567153931,116,ses-04,ERP
QUERY_ORACLE,0,sub-05,0.26223617792129517,116,ses-04,ERP
POP,0,sub-05,0.3595431447029114,117,ses-03,SSVEP
MATCH,0,sub-05,0.3034268617630005,117,ses-03,SSVEP
WRONG,0,sub-05,0.34030595421791077,117,ses-03,SSVEP
QUERY_ORACLE,0,sub-05,0.2861504554748535,117,ses-03,SSVEP
POP,0,sub-03,0.40745115280151367,118,ses-02,SSVEP
MATCH,0,sub-03,0.27030032873153687,118,ses-02,SSVEP
WRONG,0,sub-03,0.365570604801178,118,ses-02,SSVEP
QUERY_ORACLE,0,sub-03,0.2468896359205246,118,ses-02,SSVEP
POP,0,sub-05,0.3664470613002777,119,ses-03,SSVEP
MATCH,0,sub-05,0.30570799112319946,119,ses-03,SSVEP
WRONG,0,sub-05,0.34752118587493896,119,ses-03,SSVEP
QUERY_ORACLE,0,sub-05,0.2845604419708252,119,ses-03,SSVEP
POP,0,sub-05,0.34454378485679626,120,ses-02,ERP
MATCH,0,sub-05,0.29007622599601746,120,ses-02,ERP
WRONG,0,sub-05,0.3058990240097046,120,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.2841190695762634,120,ses-02,ERP
POP,0,sub-03,0.43739184737205505,121,ses-03,SSVEP
MATCH,0,sub-03,0.304135262966156,121,ses-03,SSVEP
WRONG,0,sub-03,0.37824109196662903,121,ses-03,SSVEP
QUERY_ORACLE,0,sub-03,0.25319117307662964,121,ses-03,SSVEP
POP,0,sub-05,0.3589107096195221,122,ses-02,ERP
MATCH,0,sub-05,0.27850815653800964,122,ses-02,ERP
WRONG,0,sub-05,0.3486683964729309,122,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.2850329577922821,122,ses-02,ERP
POP,0,sub-05,0.34952422976493835,123,ses-02,ERP
MATCH,0,sub-05,0.30085405707359314,123,ses-02,ERP
WRONG,0,sub-05,0.30757275223731995,123,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.282764196395874,123,ses-02,ERP
POP,0,sub-02,0.6837984919548035,124,ses-04,ERP
MATCH,0,sub-02,0.24329400062561035,124,ses-04,ERP
WRONG,0,sub-02,0.5568191409111023,124,ses-04,ERP
QUERY_ORACLE,0,sub-02,0.22139251232147217,124,ses-04,ERP
POP,0,sub-05,0.43731197714805603,125,ses-02,ERP
MATCH,0,sub-05,0.36737239360809326,125,ses-02,ERP
WRONG,0,sub-05,0.35629838705062866,125,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.2832897901535034,125,ses-02,ERP
POP,0,sub-02,0.7522026300430298,126,ses-03,SSVEP
MATCH,0,sub-02,0.18270213901996613,126,ses-03,SSVEP
WRONG,0,sub-02,0.4363081753253937,126,ses-03,SSVEP
QUERY_ORACLE,0,sub-02,0.182080939412117,126,ses-03,SSVEP
POP,0,sub-03,0.5801615715026855,127,ses-04,ERP
MATCH,0,sub-03,0.3868712782859802,127,ses-04,ERP
WRONG,0,sub-03,0.5406747460365295,127,ses-04,ERP
QUERY_ORACLE,0,sub-03,0.2802443504333496,127,ses-04,ERP
POP,0,sub-03,0.4324943721294403,128,ses-02,ERP
MATCH,0,sub-03,0.2520233988761902,128,ses-02,ERP
WRONG,0,sub-03,0.37084123492240906,128,ses-02,ERP
QUERY_ORACLE,0,sub-03,0.243411585688591,128,ses-02,ERP
POP,0,sub-05,0.4509474039077759,129,ses-03,ERP
MATCH,0,sub-05,0.30727389454841614,129,ses-03,ERP
WRONG,0,sub-05,0.3909449279308319,129,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.2882109582424164,129,ses-03,ERP
POP,0,sub-02,0.7498502135276794,130,ses-03,SSVEP
MATCH,0,sub-02,0.18487446010112762,130,ses-03,SSVEP
WRONG,0,sub-02,0.5827776193618774,130,ses-03,SSVEP
QUERY_ORACLE,0,sub-02,0.18372979760169983,130,ses-03,SSVEP
POP,0,sub-05,0.4627288579940796,131,ses-02,SSVEP
MATCH,0,sub-05,0.322811096906662,131,ses-02,SSVEP
WRONG,0,sub-05,0.4058452844619751,131,ses-02,SSVEP
QUERY_ORACLE,0,sub-05,0.25469809770584106,131,ses-02,SSVEP
POP,0,sub-05,0.6151025891304016,132,ses-02,SSVEP
MATCH,0,sub-05,0.5034048557281494,132,ses-02,SSVEP
WRONG,0,sub-05,0.486769437789917,132,ses-02,SSVEP
QUERY_ORACLE,0,sub-05,0.2554250657558441,132,ses-02,SSVEP
POP,0,sub-05,0.8324655294418335,133,ses-04,SSVEP
MATCH,0,sub-05,0.3457726240158081,133,ses-04,SSVEP
WRONG,0,sub-05,0.49747350811958313,133,ses-04,SSVEP
QUERY_ORACLE,0,sub-05,0.33043453097343445,133,ses-04,SSVEP
POP,0,sub-03,0.4848845303058624,134,ses-03,SSVEP
MATCH,0,sub-03,0.32152992486953735,134,ses-03,SSVEP
WRONG,0,sub-03,0.4441927671432495,134,ses-03,SSVEP
QUERY_ORACLE,0,sub-03,0.2756344974040985,134,ses-03,SSVEP
POP,0,sub-02,0.8291702270507812,135,ses-04,SSVEP
MATCH,0,sub-02,0.3414243161678314,135,ses-04,SSVEP
WRONG,0,sub-02,0.7062219977378845,135,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.20598849654197693,135,ses-04,SSVEP
POP,0,sub-02,0.760193407535553,136,ses-04,ERP
MATCH,0,sub-02,0.3420390784740448,136,ses-04,ERP
WRONG,0,sub-02,0.6617903113365173,136,ses-04,ERP
QUERY_ORACLE,0,sub-02,0.27447226643562317,136,ses-04,ERP
POP,0,sub-02,0.6150650978088379,137,ses-02,SSVEP
MATCH,0,sub-02,0.536980152130127,137,ses-02,SSVEP
WRONG,0,sub-02,0.5249446630477905,137,ses-02,SSVEP
QUERY_ORACLE,0,sub-02,0.2731117606163025,137,ses-02,SSVEP
POP,0,sub-03,0.8199005722999573,138,ses-04,SSVEP
MATCH,0,sub-03,0.35070714354515076,138,ses-04,SSVEP
WRONG,0,sub-03,0.62764972448349,138,ses-04,SSVEP
QUERY_ORACLE,0,sub-03,0.2513986825942993,138,ses-04,SSVEP
POP,0,sub-02,0.7790822982788086,139,ses-04,SSVEP
MATCH,0,sub-02,0.3263796865940094,139,ses-04,SSVEP
WRONG,0,sub-02,0.7383884787559509,139,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.2298595905303955,139,ses-04,SSVEP
POP,0,sub-03,0.571376383304596,140,ses-03,SSVEP
MATCH,0,sub-03,0.4190148413181305,140,ses-03,SSVEP
WRONG,0,sub-03,0.5575109124183655,140,ses-03,SSVEP
QUERY_ORACLE,0,sub-03,0.2905738651752472,140,ses-03,SSVEP
POP,0,sub-05,0.4993904232978821,141,ses-03,ERP
MATCH,0,sub-05,0.30914145708084106,141,ses-03,ERP
WRONG,0,sub-05,0.4608657956123352,141,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.2927285134792328,141,ses-03,ERP
POP,0,sub-05,0.4589097499847412,142,ses-02,SSVEP
MATCH,0,sub-05,0.28193411231040955,142,ses-02,SSVEP
WRONG,0,sub-05,0.356721967458725,142,ses-02,SSVEP
QUERY_ORACLE,0,sub-05,0.2525577247142792,142,ses-02,SSVEP
POP,0,sub-02,0.35593661665916443,143,ses-03,ERP
MATCH,0,sub-02,0.3019859790802002,143,ses-03,ERP
WRONG,0,sub-02,0.30080854892730713,143,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.29972681403160095,143,ses-03,ERP
POP,0,sub-05,0.0,144,ses-03,ERP
MATCH,0,sub-05,0.0,144,ses-03,ERP
WRONG,0,sub-05,0.0,144,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.0,144,ses-03,ERP
POP,0,sub-05,0.39047950506210327,145,ses-03,ERP
MATCH,0,sub-05,0.32081228494644165,145,ses-03,ERP
WRONG,0,sub-05,0.3656393885612488,145,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.3084169626235962,145,ses-03,ERP
POP,0,sub-03,0.40955889225006104,146,ses-03,ERP
MATCH,0,sub-03,0.3002453148365021,146,ses-03,ERP
WRONG,0,sub-03,0.351722776889801,146,ses-03,ERP
QUERY_ORACLE,0,sub-03,0.2775598466396332,146,ses-03,ERP
POP,0,sub-05,0.36160972714424133,147,ses-02,ERP
MATCH,0,sub-05,0.29830899834632874,147,ses-02,ERP
WRONG,0,sub-05,0.3452739119529724,147,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.2851564586162567,147,ses-02,ERP
POP,0,sub-03,0.4076710045337677,148,ses-04,ERP
MATCH,0,sub-03,0.3353431224822998,148,ses-04,ERP
WRONG,0,sub-03,0.3263596296310425,148,ses-04,ERP
QUERY_ORACLE,0,sub-03,0.3102872669696808,148,ses-04,ERP
POP,0,sub-05,0.5679256916046143,149,ses-04,ERP
MATCH,0,sub-05,0.29308071732521057,149,ses-04,ERP
WRONG,0,sub-05,0.5456434488296509,149,ses-04,ERP
QUERY_ORACLE,0,sub-05,0.28194746375083923,149,ses-04,ERP
POP,0,sub-03,0.39882731437683105,150,ses-03,ERP
MATCH,0,sub-03,0.33883437514305115,150,ses-03,ERP
WRONG,0,sub-03,0.3344533443450928,150,ses-03,ERP
QUERY_ORACLE,0,sub-03,0.2857395112514496,150,ses-03,ERP
POP,0,sub-05,0.8321992754936218,151,ses-04,SSVEP
MATCH,0,sub-05,0.3935920000076294,151,ses-04,SSVEP
WRONG,0,sub-05,0.5419356822967529,151,ses-04,SSVEP
QUERY_ORACLE,0,sub-05,0.2823345363140106,151,ses-04,SSVEP
POP,0,sub-02,0.0,152,ses-04,ERP
MATCH,0,sub-02,0.0,152,ses-04,ERP
WRONG,0,sub-02,0.0,152,ses-04,ERP
QUERY_ORACLE,0,sub-02,0.0,152,ses-04,ERP
POP,0,sub-02,0.3975861966609955,153,ses-03,ERP
MATCH,0,sub-02,0.2883704900741577,153,ses-03,ERP
WRONG,0,sub-02,0.3481961488723755,153,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.2571447789669037,153,ses-03,ERP
POP,0,sub-03,0.5033625364303589,154,ses-03,ERP
MATCH,0,sub-03,0.2859070301055908,154,ses-03,ERP
WRONG,0,sub-03,0.35272353887557983,154,ses-03,ERP
QUERY_ORACLE,0,sub-03,0.259551078081131,154,ses-03,ERP
POP,0,sub-03,0.40697893500328064,155,ses-03,ERP
MATCH,0,sub-03,0.31967097520828247,155,ses-03,ERP
WRONG,0,sub-03,0.31896573305130005,155,ses-03,ERP
QUERY_ORACLE,0,sub-03,0.29571133852005005,155,ses-03,ERP
POP,0,sub-03,0.0,156,ses-03,ERP
MATCH,0,sub-03,0.0,156,ses-03,ERP
WRONG,0,sub-03,0.0,156,ses-03,ERP
QUERY_ORACLE,0,sub-03,0.0,156,ses-03,ERP
POP,0,sub-03,0.44907286763191223,157,ses-03,SSVEP
MATCH,0,sub-03,0.3241996169090271,157,ses-03,SSVEP
WRONG,0,sub-03,0.38396620750427246,157,ses-03,SSVEP
QUERY_ORACLE,0,sub-03,0.3164016008377075,157,ses-03,SSVEP
POP,0,sub-02,0.34084615111351013,158,ses-02,ERP
MATCH,0,sub-02,0.29187268018722534,158,ses-02,ERP
WRONG,0,sub-02,0.3167036771774292,158,ses-02,ERP
QUERY_ORACLE,0,sub-02,0.2591037154197693,158,ses-02,ERP
POP,0,sub-03,0.7722684144973755,159,ses-04,SSVEP
MATCH,0,sub-03,0.500802755355835,159,ses-04,SSVEP
WRONG,0,sub-03,0.48010656237602234,159,ses-04,SSVEP
QUERY_ORACLE,0,sub-03,0.21847763657569885,159,ses-04,SSVEP
POP,0,sub-05,0.362374484539032,160,ses-02,ERP
MATCH,0,sub-05,0.2906316816806793,160,ses-02,ERP
WRONG,0,sub-05,0.3363041579723358,160,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.284156858921051,160,ses-02,ERP
POP,0,sub-05,0.0,161,ses-03,ERP
MATCH,0,sub-05,0.0,161,ses-03,ERP
WRONG,0,sub-05,0.0,161,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.0,161,ses-03,ERP
POP,0,sub-03,0.4614766240119934,162,ses-03,SSVEP
MATCH,0,sub-03,0.3117666244506836,162,ses-03,SSVEP
WRONG,0,sub-03,0.41408511996269226,162,ses-03,SSVEP
QUERY_ORACLE,0,sub-03,0.30649515986442566,162,ses-03,SSVEP
POP,0,sub-03,0.45070523023605347,163,ses-02,SSVEP
MATCH,0,sub-03,0.2840345501899719,163,ses-02,SSVEP
WRONG,0,sub-03,0.33412131667137146,163,ses-02,SSVEP
QUERY_ORACLE,0,sub-03,0.23450307548046112,163,ses-02,SSVEP
POP,0,sub-05,0.781562089920044,164,ses-04,ERP
MATCH,0,sub-05,0.21629096567630768,164,ses-04,ERP
WRONG,0,sub-05,0.7419391870498657,164,ses-04,ERP
QUERY_ORACLE,0,sub-05,0.1732814759016037,164,ses-04,ERP
POP,0,sub-05,0.36576414108276367,165,ses-03,SSVEP
MATCH,0,sub-05,0.3051234781742096,165,ses-03,SSVEP
WRONG,0,sub-05,0.3467446565628052,165,ses-03,SSVEP
QUERY_ORACLE,0,sub-05,0.2854141294956207,165,ses-03,SSVEP
POP,0,sub-03,0.3717094361782074,166,ses-02,ERP
MATCH,0,sub-03,0.2581344544887543,166,ses-02,ERP
WRONG,0,sub-03,0.3063609302043915,166,ses-02,ERP
QUERY_ORACLE,0,sub-03,0.25523242354393005,166,ses-02,ERP
POP,0,sub-02,0.39882129430770874,167,ses-03,ERP
MATCH,0,sub-02,0.30275604128837585,167,ses-03,ERP
WRONG,0,sub-02,0.3297266960144043,167,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.29698318243026733,167,ses-03,ERP
POP,0,sub-03,0.0,168,ses-04,SSVEP
MATCH,0,sub-03,0.0,168,ses-04,SSVEP
WRONG,0,sub-03,0.0,168,ses-04,SSVEP
QUERY_ORACLE,0,sub-03,0.0,168,ses-04,SSVEP
POP,0,sub-02,0.9155529737472534,169,ses-02,SSVEP
MATCH,0,sub-02,0.7706727981567383,169,ses-02,SSVEP
WRONG,0,sub-02,0.7647876143455505,169,ses-02,SSVEP
QUERY_ORACLE,0,sub-02,0.17001211643218994,169,ses-02,SSVEP
POP,0,sub-03,0.4019356667995453,170,ses-04,ERP
MATCH,0,sub-03,0.3393554389476776,170,ses-04,ERP
WRONG,0,sub-03,0.3315846621990204,170,ses-04,ERP
QUERY_ORACLE,0,sub-03,0.31385868787765503,170,ses-04,ERP
POP,0,sub-02,0.3351440131664276,171,ses-02,ERP
MATCH,0,sub-02,0.3092746138572693,171,ses-02,ERP
WRONG,0,sub-02,0.2797834575176239,171,ses-02,ERP
QUERY_ORACLE,0,sub-02,0.297757625579834,171,ses-02,ERP
POP,0,sub-03,0.892228364944458,172,ses-04,SSVEP
MATCH,0,sub-03,0.3383530378341675,172,ses-04,SSVEP
WRONG,0,sub-03,0.762357771396637,172,ses-04,SSVEP
QUERY_ORACLE,0,sub-03,0.2559996545314789,172,ses-04,SSVEP
POP,0,sub-05,0.5137980580329895,173,ses-02,SSVEP
MATCH,0,sub-05,0.3497478663921356,173,ses-02,SSVEP
WRONG,0,sub-05,0.3961871266365051,173,ses-02,SSVEP
QUERY_ORACLE,0,sub-05,0.2630530297756195,173,ses-02,SSVEP
POP,0,sub-05,0.43339282274246216,174,ses-03,ERP
MATCH,0,sub-05,0.31466615200042725,174,ses-03,ERP
WRONG,0,sub-05,0.3501105308532715,174,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.3024972975254059,174,ses-03,ERP
POP,0,sub-05,0.49609652161598206,175,ses-04,ERP
MATCH,0,sub-05,0.2980317771434784,175,ses-04,ERP
WRONG,0,sub-05,0.40627187490463257,175,ses-04,ERP
QUERY_ORACLE,0,sub-05,0.2926815450191498,175,ses-04,ERP
POP,0,sub-05,0.3588535189628601,176,ses-02,ERP
MATCH,0,sub-05,0.2961447536945343,176,ses-02,ERP
WRONG,0,sub-05,0.2778193950653076,176,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.2853642404079437,176,ses-02,ERP
POP,0,sub-03,0.46232277154922485,177,ses-02,SSVEP
MATCH,0,sub-03,0.30199891328811646,177,ses-02,SSVEP
WRONG,0,sub-03,0.39629384875297546,177,ses-02,SSVEP
QUERY_ORACLE,0,sub-03,0.2325933277606964,177,ses-02,SSVEP
POP,0,sub-02,0.6183332800865173,178,ses-04,SSVEP
MATCH,0,sub-02,0.3569970428943634,178,ses-04,SSVEP
WRONG,0,sub-02,0.5994232296943665,178,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.24610427021980286,178,ses-04,SSVEP
POP,0,sub-03,0.5511036515235901,179,ses-04,ERP
MATCH,0,sub-03,0.3579249680042267,179,ses-04,ERP
WRONG,0,sub-03,0.5037276148796082,179,ses-04,ERP
QUERY_ORACLE,0,sub-03,0.2845233976840973,179,ses-04,ERP
POP,0,sub-05,0.0,180,ses-03,ERP
MATCH,0,sub-05,0.0,180,ses-03,ERP
WRONG,0,sub-05,0.0,180,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.0,180,ses-03,ERP
POP,0,sub-05,0.40704789757728577,181,ses-03,SSVEP
MATCH,0,sub-05,0.29747164249420166,181,ses-03,SSVEP
WRONG,0,sub-05,0.3532717525959015,181,ses-03,SSVEP
QUERY_ORACLE,0,sub-05,0.2681814432144165,181,ses-03,SSVEP
POP,0,sub-02,0.38551974296569824,182,ses-03,ERP
MATCH,0,sub-02,0.2924453914165497,182,ses-03,ERP
WRONG,0,sub-02,0.3127751648426056,182,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.28057026863098145,182,ses-03,ERP
POP,0,sub-05,0.4434797167778015,183,ses-03,ERP
MATCH,0,sub-05,0.3207862973213196,183,ses-03,ERP
WRONG,0,sub-05,0.3806414008140564,183,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.3019942045211792,183,ses-03,ERP
POP,0,sub-02,0.6844677329063416,184,ses-04,SSVEP
MATCH,0,sub-02,0.40231871604919434,184,ses-04,SSVEP
WRONG,0,sub-02,0.5989652276039124,184,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.269854336977005,184,ses-04,SSVEP
POP,0,sub-03,0.46924281120300293,185,ses-04,ERP
MATCH,0,sub-03,0.3263434171676636,185,ses-04,ERP
WRONG,0,sub-03,0.43552911281585693,185,ses-04,ERP
QUERY_ORACLE,0,sub-03,0.28060999512672424,185,ses-04,ERP
POP,0,sub-05,0.3923346996307373,186,ses-03,ERP
MATCH,0,sub-05,0.3209451735019684,186,ses-03,ERP
WRONG,0,sub-05,0.34217366576194763,186,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.3113096058368683,186,ses-03,ERP
POP,0,sub-02,0.42173901200294495,187,ses-03,ERP
MATCH,0,sub-02,0.3087896406650543,187,ses-03,ERP
WRONG,0,sub-02,0.39888298511505127,187,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.2921562194824219,187,ses-03,ERP
POP,0,sub-05,0.362895667552948,188,ses-03,SSVEP
MATCH,0,sub-05,0.30342650413513184,188,ses-03,SSVEP
WRONG,0,sub-05,0.34820979833602905,188,ses-03,SSVEP
QUERY_ORACLE,0,sub-05,0.28211042284965515,188,ses-03,SSVEP
POP,0,sub-02,0.0,189,ses-02,SSVEP
MATCH,0,sub-02,0.0,189,ses-02,SSVEP
WRONG,0,sub-02,0.0,189,ses-02,SSVEP
QUERY_ORACLE,0,sub-02,0.0,189,ses-02,SSVEP
POP,0,sub-03,0.7655877470970154,190,ses-04,SSVEP
MATCH,0,sub-03,0.44463562965393066,190,ses-04,SSVEP
WRONG,0,sub-03,0.6354473829269409,190,ses-04,SSVEP
QUERY_ORACLE,0,sub-03,0.21751312911510468,190,ses-04,SSVEP
POP,0,sub-05,0.5246217846870422,191,ses-03,ERP
MATCH,0,sub-05,0.3234705626964569,191,ses-03,ERP
WRONG,0,sub-05,0.4258534610271454,191,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.3051964342594147,191,ses-03,ERP
POP,0,sub-02,0.7636505961418152,192,ses-02,SSVEP
MATCH,0,sub-02,0.6498132944107056,192,ses-02,SSVEP
WRONG,0,sub-02,0.41230809688568115,192,ses-02,SSVEP
QUERY_ORACLE,0,sub-02,0.20393602550029755,192,ses-02,SSVEP
POP,0,sub-02,0.41128668189048767,193,ses-03,ERP
MATCH,0,sub-02,0.3102324604988098,193,ses-03,ERP
WRONG,0,sub-02,0.36933383345603943,193,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.29029548168182373,193,ses-03,ERP
POP,0,sub-02,0.6608067154884338,194,ses-02,SSVEP
MATCH,0,sub-02,0.566631019115448,194,ses-02,SSVEP
WRONG,0,sub-02,0.5507538318634033,194,ses-02,SSVEP
QUERY_ORACLE,0,sub-02,0.23016448318958282,194,ses-02,SSVEP
POP,0,sub-02,0.677916407585144,195,ses-04,SSVEP
MATCH,0,sub-02,0.4082998037338257,195,ses-04,SSVEP
WRONG,0,sub-02,0.5815137624740601,195,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.27163323760032654,195,ses-04,SSVEP
POP,0,sub-02,0.0,196,ses-04,SSVEP
MATCH,0,sub-02,0.0,196,ses-04,SSVEP
WRONG,0,sub-02,0.0,196,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.0,196,ses-04,SSVEP
POP,0,sub-05,0.46357816457748413,197,ses-02,ERP
MATCH,0,sub-05,0.38714665174484253,197,ses-02,ERP
WRONG,0,sub-05,0.38285312056541443,197,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.286003053188324,197,ses-02,ERP
POP,0,sub-02,0.3690880239009857,198,ses-02,ERP
MATCH,0,sub-02,0.3264654576778412,198,ses-02,ERP
WRONG,0,sub-02,0.32982584834098816,198,ses-02,ERP
QUERY_ORACLE,0,sub-02,0.29517653584480286,198,ses-02,ERP
POP,0,sub-03,0.8879901766777039,199,ses-04,SSVEP
MATCH,0,sub-03,0.42407506704330444,199,ses-04,SSVEP
WRONG,0,sub-03,0.5104920268058777,199,ses-04,SSVEP
QUERY_ORACLE,0,sub-03,0.2458713799715042,199,ses-04,SSVEP
POP,0,sub-03,0.3935191333293915,200,ses-02,ERP
MATCH,0,sub-03,0.281491756439209,200,ses-02,ERP
WRONG,0,sub-03,0.3320576846599579,200,ses-02,ERP
QUERY_ORACLE,0,sub-03,0.2627406716346741,200,ses-02,ERP
POP,0,sub-05,0.4144320785999298,201,ses-03,SSVEP
MATCH,0,sub-05,0.299702912569046,201,ses-03,SSVEP
WRONG,0,sub-05,0.34517577290534973,201,ses-03,SSVEP
QUERY_ORACLE,0,sub-05,0.2725360691547394,201,ses-03,SSVEP
POP,0,sub-05,0.3680589497089386,202,ses-03,SSVEP
MATCH,0,sub-05,0.3007887899875641,202,ses-03,SSVEP
WRONG,0,sub-05,0.3536336123943329,202,ses-03,SSVEP
QUERY_ORACLE,0,sub-05,0.2857614755630493,202,ses-03,SSVEP
POP,0,sub-02,0.7495679259300232,203,ses-03,SSVEP
MATCH,0,sub-02,0.1855173259973526,203,ses-03,SSVEP
WRONG,0,sub-02,0.6555888652801514,203,ses-03,SSVEP
QUERY_ORACLE,0,sub-02,0.18539616465568542,203,ses-03,SSVEP
POP,0,sub-02,0.6134675741195679,204,ses-04,SSVEP
MATCH,0,sub-02,0.3795178234577179,204,ses-04,SSVEP
WRONG,0,sub-02,0.4850187599658966,204,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.2655704617500305,204,ses-04,SSVEP
POP,0,sub-05,0.41052207350730896,205,ses-02,ERP
MATCH,0,sub-05,0.34192416071891785,205,ses-02,ERP
WRONG,0,sub-05,0.355149507522583,205,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.28628119826316833,205,ses-02,ERP
POP,0,sub-05,0.5184767246246338,206,ses-02,ERP
MATCH,0,sub-05,0.4330722987651825,206,ses-02,ERP
WRONG,0,sub-05,0.44649043679237366,206,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.2851708233356476,206,ses-02,ERP
POP,0,sub-02,0.7224782705307007,207,ses-04,SSVEP
MATCH,0,sub-02,0.42229366302490234,207,ses-04,SSVEP
WRONG,0,sub-02,0.593529999256134,207,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.27990013360977173,207,ses-04,SSVEP
POP,0,sub-05,0.9909798502922058,208,ses-04,SSVEP
MATCH,0,sub-05,0.4439942240715027,208,ses-04,SSVEP
WRONG,0,sub-05,0.7279187440872192,208,ses-04,SSVEP
QUERY_ORACLE,0,sub-05,0.2424047589302063,208,ses-04,SSVEP
POP,0,sub-05,0.4068978428840637,209,ses-02,ERP
