basis,fold,participant,projection_error,sample,session,task
QUERY_ORACLE,2,sub-11,0.2753695547580719,203,ses-02,ERP
POP,2,sub-11,0.5966028571128845,204,ses-03,SSVEP
MATCH,2,sub-11,0.30169567465782166,204,ses-03,SSVEP
WRONG,2,sub-11,0.529171347618103,204,ses-03,SSVEP
QUERY_ORACLE,2,sub-11,0.23354054987430573,204,ses-03,SSVEP
POP,2,sub-11,0.4520297944545746,205,ses-03,ERP
MATCH,2,sub-11,0.30121728777885437,205,ses-03,ERP
WRONG,2,sub-11,0.3821587562561035,205,ses-03,ERP
QUERY_ORACLE,2,sub-11,0.2596212923526764,205,ses-03,ERP
POP,2,sub-12,0.9752572178840637,206,ses-04,SSVEP
MATCH,2,sub-12,0.12883061170578003,206,ses-04,SSVEP
WRONG,2,sub-12,0.9675354361534119,206,ses-04,SSVEP
QUERY_ORACLE,2,sub-12,0.10214901715517044,206,ses-04,SSVEP
POP,2,sub-14,0.543830156326294,207,ses-02,ERP
MATCH,2,sub-14,0.4620968997478485,207,ses-02,ERP
WRONG,2,sub-14,0.4469594359397888,207,ses-02,ERP
QUERY_ORACLE,2,sub-14,0.27546313405036926,207,ses-02,ERP
POP,2,sub-12,0.3430628478527069,208,ses-03,ERP
MATCH,2,sub-12,0.3199073374271393,208,ses-03,ERP
WRONG,2,sub-12,0.3288581073284149,208,ses-03,ERP
QUERY_ORACLE,2,sub-12,0.30942440032958984,208,ses-03,ERP
POP,2,sub-12,0.4974413812160492,209,ses-04,ERP
MATCH,2,sub-12,0.3645251393318176,209,ses-04,ERP
WRONG,2,sub-12,0.4586019814014435,209,ses-04,ERP
QUERY_ORACLE,2,sub-12,0.21508100628852844,209,ses-04,ERP
POP,2,sub-11,0.7372816205024719,210,ses-03,SSVEP
MATCH,2,sub-11,0.3430466949939728,210,ses-03,SSVEP
WRONG,2,sub-11,0.6751579642295837,210,ses-03,SSVEP
QUERY_ORACLE,2,sub-11,0.21329231560230255,210,ses-03,SSVEP
POP,2,sub-12,0.3728596568107605,211,ses-02,SSVEP
MATCH,2,sub-12,0.33265432715415955,211,ses-02,SSVEP
WRONG,2,sub-12,0.32114356756210327,211,ses-02,SSVEP
QUERY_ORACLE,2,sub-12,0.3091423809528351,211,ses-02,SSVEP
POP,2,sub-12,0.33097630739212036,212,ses-03,ERP
MATCH,2,sub-12,0.30825841426849365,212,ses-03,ERP
WRONG,2,sub-12,0.2992972135543823,212,ses-03,ERP
QUERY_ORACLE,2,sub-12,0.2824767231941223,212,ses-03,ERP
POP,2,sub-14,0.4571739435195923,213,ses-02,SSVEP
MATCH,2,sub-14,0.4006628096103668,213,ses-02,SSVEP
WRONG,2,sub-14,0.43747371435165405,213,ses-02,SSVEP
QUERY_ORACLE,2,sub-14,0.3216171860694885,213,ses-02,SSVEP
POP,2,sub-11,0.41397470235824585,214,ses-03,ERP
MATCH,2,sub-11,0.3177706003189087,214,ses-03,ERP
WRONG,2,sub-11,0.354354590177536,214,ses-03,ERP
QUERY_ORACLE,2,sub-11,0.26093366742134094,214,ses-03,ERP
POP,2,sub-11,0.46131598949432373,215,ses-02,ERP
MATCH,2,sub-11,0.3546906113624573,215,ses-02,ERP
WRONG,2,sub-11,0.4168948233127594,215,ses-02,ERP
QUERY_ORACLE,2,sub-11,0.2566627860069275,215,ses-02,ERP
POP,2,sub-14,0.37462323904037476,216,ses-02,ERP
MATCH,2,sub-14,0.3363488018512726,216,ses-02,ERP
WRONG,2,sub-14,0.36016085743904114,216,ses-02,ERP
QUERY_ORACLE,2,sub-14,0.312223345041275,216,ses-02,ERP
POP,2,sub-12,0.43886688351631165,217,ses-02,SSVEP
MATCH,2,sub-12,0.3506389856338501,217,ses-02,SSVEP
WRONG,2,sub-12,0.4016685485839844,217,ses-02,SSVEP
QUERY_ORACLE,2,sub-12,0.31984835863113403,217,ses-02,SSVEP
POP,2,sub-11,0.0,218,ses-02,ERP
MATCH,2,sub-11,0.0,218,ses-02,ERP
WRONG,2,sub-11,0.0,218,ses-02,ERP
QUERY_ORACLE,2,sub-11,0.0,218,ses-02,ERP
POP,2,sub-12,0.31471145153045654,219,ses-03,ERP
MATCH,2,sub-12,0.2940695583820343,219,ses-03,ERP
WRONG,2,sub-12,0.2991270422935486,219,ses-03,ERP
QUERY_ORACLE,2,sub-12,0.28569698333740234,219,ses-03,ERP
POP,2,sub-11,0.7063925862312317,220,ses-02,SSVEP
MATCH,2,sub-11,0.35107067227363586,220,ses-02,SSVEP
WRONG,2,sub-11,0.5994677543640137,220,ses-02,SSVEP
QUERY_ORACLE,2,sub-11,0.262075275182724,220,ses-02,SSVEP
POP,2,sub-14,0.6415398716926575,221,ses-04,ERP
MATCH,2,sub-14,0.3240112066268921,221,ses-04,ERP
WRONG,2,sub-14,0.5934715867042542,221,ses-04,ERP
QUERY_ORACLE,2,sub-14,0.2453717440366745,221,ses-04,ERP
POP,2,sub-14,0.4896076023578644,222,ses-03,ERP
MATCH,2,sub-14,0.3026203215122223,222,ses-03,ERP
WRONG,2,sub-14,0.45247265696525574,222,ses-03,ERP
QUERY_ORACLE,2,sub-14,0.27348464727401733,222,ses-03,ERP
POP,2,sub-11,0.0,223,ses-04,SSVEP
MATCH,2,sub-11,0.0,223,ses-04,SSVEP
WRONG,2,sub-11,0.0,223,ses-04,SSVEP
QUERY_ORACLE,2,sub-11,0.0,223,ses-04,SSVEP
POP,2,sub-12,0.8266624808311462,224,ses-04,SSVEP
MATCH,2,sub-12,0.22888943552970886,224,ses-04,SSVEP
WRONG,2,sub-12,0.7565744519233704,224,ses-04,SSVEP
QUERY_ORACLE,2,sub-12,0.22678108513355255,224,ses-04,SSVEP
POP,2,sub-14,0.417339563369751,225,ses-02,SSVEP
MATCH,2,sub-14,0.3649176359176636,225,ses-02,SSVEP
WRONG,2,sub-14,0.37632444500923157,225,ses-02,SSVEP
QUERY_ORACLE,2,sub-14,0.32844844460487366,225,ses-02,SSVEP
POP,2,sub-14,0.37625250220298767,226,ses-03,ERP
MATCH,2,sub-14,0.31538066267967224,226,ses-03,ERP
WRONG,2,sub-14,0.35104209184646606,226,ses-03,ERP
QUERY_ORACLE,2,sub-14,0.2991369962692261,226,ses-03,ERP
POP,2,sub-11,0.650757372379303,227,ses-03,SSVEP
MATCH,2,sub-11,0.3513973355293274,227,ses-03,SSVEP
WRONG,2,sub-11,0.6030922532081604,227,ses-03,SSVEP
QUERY_ORACLE,2,sub-11,0.21749863028526306,227,ses-03,SSVEP
POP,2,sub-11,0.5932231545448303,228,ses-03,SSVEP
MATCH,2,sub-11,0.30359330773353577,228,ses-03,SSVEP
WRONG,2,sub-11,0.5039014220237732,228,ses-03,SSVEP
QUERY_ORACLE,2,sub-11,0.23747862875461578,228,ses-03,SSVEP
POP,2,sub-14,0.4478822350502014,229,ses-02,SSVEP
MATCH,2,sub-14,0.39760637283325195,229,ses-02,SSVEP
WRONG,2,sub-14,0.4109337627887726,229,ses-02,SSVEP
QUERY_ORACLE,2,sub-14,0.33195143938064575,229,ses-02,SSVEP
POP,2,sub-11,0.39740312099456787,230,ses-03,ERP
MATCH,2,sub-11,0.2979649305343628,230,ses-03,ERP
WRONG,2,sub-11,0.3440420925617218,230,ses-03,ERP
QUERY_ORACLE,2,sub-11,0.25705230236053467,230,ses-03,ERP
POP,2,sub-14,0.4689750671386719,231,ses-03,ERP
MATCH,2,sub-14,0.30260565876960754,231,ses-03,ERP
WRONG,2,sub-14,0.43173161149024963,231,ses-03,ERP
QUERY_ORACLE,2,sub-14,0.27756449580192566,231,ses-03,ERP
POP,2,sub-14,0.8705567121505737,232,ses-04,ERP
MATCH,2,sub-14,0.2999163568019867,232,ses-04,ERP
WRONG,2,sub-14,0.8458254337310791,232,ses-04,ERP
QUERY_ORACLE,2,sub-14,0.19828438758850098,232,ses-04,ERP
POP,2,sub-11,0.7211740016937256,233,ses-02,SSVEP
MATCH,2,sub-11,0.3503674268722534,233,ses-02,SSVEP
WRONG,2,sub-11,0.6623604893684387,233,ses-02,SSVEP
QUERY_ORACLE,2,sub-11,0.23868897557258606,233,ses-02,SSVEP
POP,2,sub-14,0.772864043712616,234,ses-04,SSVEP
MATCH,2,sub-14,0.271952360868454,234,ses-04,SSVEP
WRONG,2,sub-14,0.5665044784545898,234,ses-04,SSVEP
QUERY_ORACLE,2,sub-14,0.22795622050762177,234,ses-04,SSVEP
POP,2,sub-11,0.7581436038017273,235,ses-02,SSVEP
MATCH,2,sub-11,0.35409361124038696,235,ses-02,SSVEP
WRONG,2,sub-11,0.5656598806381226,235,ses-02,SSVEP
QUERY_ORACLE,2,sub-11,0.2702386975288391,235,ses-02,SSVEP
POP,2,sub-11,0.0,236,ses-04,SSVEP
MATCH,2,sub-11,0.0,236,ses-04,SSVEP
WRONG,2,sub-11,0.0,236,ses-04,SSVEP
QUERY_ORACLE,2,sub-11,0.0,236,ses-04,SSVEP
POP,2,sub-11,0.7504401803016663,237,ses-03,SSVEP
MATCH,2,sub-11,0.33520233631134033,237,ses-03,SSVEP
WRONG,2,sub-11,0.6504624485969543,237,ses-03,SSVEP
QUERY_ORACLE,2,sub-11,0.21606305241584778,237,ses-03,SSVEP
POP,2,sub-12,0.392480731010437,238,ses-02,SSVEP
MATCH,2,sub-12,0.3353477120399475,238,ses-02,SSVEP
WRONG,2,sub-12,0.34529009461402893,238,ses-02,SSVEP
QUERY_ORACLE,2,sub-12,0.2990470230579376,238,ses-02,SSVEP
POP,2,sub-12,0.0,239,ses-03,ERP
MATCH,2,sub-12,0.0,239,ses-03,ERP
WRONG,2,sub-12,0.0,239,ses-03,ERP
QUERY_ORACLE,2,sub-12,0.0,239,ses-03,ERP
POP,2,sub-12,0.32932260632514954,240,ses-03,ERP
MATCH,2,sub-12,0.3135119080543518,240,ses-03,ERP
WRONG,2,sub-12,0.30309227108955383,240,ses-03,ERP
QUERY_ORACLE,2,sub-12,0.30152419209480286,240,ses-03,ERP
POP,2,sub-11,0.49833986163139343,241,ses-04,ERP
MATCH,2,sub-11,0.39875414967536926,241,ses-04,ERP
WRONG,2,sub-11,0.45294389128685,241,ses-04,ERP
QUERY_ORACLE,2,sub-11,0.2771531939506531,241,ses-04,ERP
POP,2,sub-11,0.8062509894371033,242,ses-04,SSVEP
MATCH,2,sub-11,0.3895377516746521,242,ses-04,SSVEP
WRONG,2,sub-11,0.6988261342048645,242,ses-04,SSVEP
QUERY_ORACLE,2,sub-11,0.22146771848201752,242,ses-04,SSVEP
POP,2,sub-12,0.5051711201667786,243,ses-04,ERP
MATCH,2,sub-12,0.35655641555786133,243,ses-04,ERP
WRONG,2,sub-12,0.43271514773368835,243,ses-04,ERP
QUERY_ORACLE,2,sub-12,0.3339500427246094,243,ses-04,ERP
POP,2,sub-14,0.3761265277862549,244,ses-02,SSVEP
MATCH,2,sub-14,0.3200671672821045,244,ses-02,SSVEP
WRONG,2,sub-14,0.36439505219459534,244,ses-02,SSVEP
QUERY_ORACLE,2,sub-14,0.3211313784122467,244,ses-02,SSVEP
POP,2,sub-11,0.46511363983154297,245,ses-03,ERP
MATCH,2,sub-11,0.2908511161804199,245,ses-03,ERP
WRONG,2,sub-11,0.4168718159198761,245,ses-03,ERP
QUERY_ORACLE,2,sub-11,0.25251609086990356,245,ses-03,ERP
POP,2,sub-11,0.7110200524330139,246,ses-02,SSVEP
MATCH,2,sub-11,0.35141605138778687,246,ses-02,SSVEP
WRONG,2,sub-11,0.6053962111473083,246,ses-02,SSVEP
QUERY_ORACLE,2,sub-11,0.26261159777641296,246,ses-02,SSVEP
POP,2,sub-11,0.41820475459098816,247,ses-02,ERP
MATCH,2,sub-11,0.3174748122692108,247,ses-02,ERP
WRONG,2,sub-11,0.33562254905700684,247,ses-02,ERP
QUERY_ORACLE,2,sub-11,0.2785365581512451,247,ses-02,ERP
POP,2,sub-12,0.0,248,ses-03,SSVEP
MATCH,2,sub-12,0.0,248,ses-03,SSVEP
WRONG,2,sub-12,0.0,248,ses-03,SSVEP
QUERY_ORACLE,2,sub-12,0.0,248,ses-03,SSVEP
POP,2,sub-11,0.4741095006465912,249,ses-02,SSVEP
MATCH,2,sub-11,0.2939060926437378,249,ses-02,SSVEP
WRONG,2,sub-11,0.4150908291339874,249,ses-02,SSVEP
QUERY_ORACLE,2,sub-11,0.23757795989513397,249,ses-02,SSVEP
POP,2,sub-12,0.9700278043746948,250,ses-04,SSVEP
MATCH,2,sub-12,0.12998928129673004,250,ses-04,SSVEP
WRONG,2,sub-12,0.960008442401886,250,ses-04,SSVEP
QUERY_ORACLE,2,sub-12,0.10350595414638519,250,ses-04,SSVEP
POP,2,sub-12,0.28725355863571167,251,ses-02,ERP
MATCH,2,sub-12,0.28449445962905884,251,ses-02,ERP
WRONG,2,sub-12,0.2657688856124878,251,ses-02,ERP
QUERY_ORACLE,2,sub-12,0.26882269978523254,251,ses-02,ERP
POP,2,sub-12,0.3806270360946655,252,ses-03,ERP
MATCH,2,sub-12,0.34234827756881714,252,ses-03,ERP
WRONG,2,sub-12,0.3519095778465271,252,ses-03,ERP
QUERY_ORACLE,2,sub-12,0.327349454164505,252,ses-03,ERP
POP,2,sub-11,0.0,253,ses-02,SSVEP
MATCH,2,sub-11,0.0,253,ses-02,SSVEP
WRONG,2,sub-11,0.0,253,ses-02,SSVEP
QUERY_ORACLE,2,sub-11,0.0,253,ses-02,SSVEP
POP,2,sub-12,0.44340378046035767,254,ses-02,SSVEP
MATCH,2,sub-12,0.3494592010974884,254,ses-02,SSVEP
WRONG,2,sub-12,0.3924345374107361,254,ses-02,SSVEP
QUERY_ORACLE,2,sub-12,0.305559366941452,254,ses-02,SSVEP
POP,2,sub-12,0.0,255,ses-03,SSVEP
MATCH,2,sub-12,0.0,255,ses-03,SSVEP
WRONG,2,sub-12,0.0,255,ses-03,SSVEP
QUERY_ORACLE,2,sub-12,0.0,255,ses-03,SSVEP
POP,2,sub-11,0.7661510705947876,256,ses-03,SSVEP
MATCH,2,sub-11,0.3575519621372223,256,ses-03,SSVEP
WRONG,2,sub-11,0.6769385933876038,256,ses-03,SSVEP
QUERY_ORACLE,2,sub-11,0.22395414113998413,256,ses-03,SSVEP
POP,2,sub-14,0.44611358642578125,257,ses-02,SSVEP
MATCH,2,sub-14,0.39203646779060364,257,ses-02,SSVEP
WRONG,2,sub-14,0.37640032172203064,257,ses-02,SSVEP
QUERY_ORACLE,2,sub-14,0.32651978731155396,257,ses-02,SSVEP
POP,2,sub-11,0.8355597257614136,258,ses-03,SSVEP
MATCH,2,sub-11,0.36391618847846985,258,ses-03,SSVEP
WRONG,2,sub-11,0.7458482980728149,258,ses-03,SSVEP
QUERY_ORACLE,2,sub-11,0.20786303281784058,258,ses-03,SSVEP
POP,2,sub-14,0.37325409054756165,259,ses-02,ERP
MATCH,2,sub-14,0.33549636602401733,259,ses-02,ERP
WRONG,2,sub-14,0.2766435444355011,259,ses-02,ERP
QUERY_ORACLE,2,sub-14,0.31389448046684265,259,ses-02,ERP
POP,2,sub-11,0.4897003769874573,260,ses-02,SSVEP
MATCH,2,sub-11,0.28757572174072266,260,ses-02,SSVEP
WRONG,2,sub-11,0.4404146671295166,260,ses-02,SSVEP
QUERY_ORACLE,2,sub-11,0.24381765723228455,260,ses-02,SSVEP
POP,2,sub-14,0.4861074984073639,261,ses-04,ERP
MATCH,2,sub-14,0.3252263367176056,261,ses-04,ERP
WRONG,2,sub-14,0.4138498604297638,261,ses-04,ERP
QUERY_ORACLE,2,sub-14,0.27534228563308716,261,ses-04,ERP
POP,2,sub-11,0.5134532451629639,262,ses-02,ERP
MATCH,2,sub-11,0.41217589378356934,262,ses-02,ERP
WRONG,2,sub-11,0.46659940481185913,262,ses-02,ERP
QUERY_ORACLE,2,sub-11,0.25518396496772766,262,ses-02,ERP
POP,2,sub-11,0.7843614816665649,263,ses-04,SSVEP
MATCH,2,sub-11,0.4976685643196106,263,ses-04,SSVEP
WRONG,2,sub-11,0.6189161539077759,263,ses-04,SSVEP
QUERY_ORACLE,2,sub-11,0.2141585797071457,263,ses-04,SSVEP
POP,2,sub-12,0.9329817295074463,264,ses-04,SSVEP
MATCH,2,sub-12,0.2284637689590454,264,ses-04,SSVEP
WRONG,2,sub-12,0.8172597289085388,264,ses-04,SSVEP
QUERY_ORACLE,2,sub-12,0.20861728489398956,264,ses-04,SSVEP
POP,2,sub-12,0.4114740192890167,265,ses-03,SSVEP
MATCH,2,sub-12,0.35606327652931213,265,ses-03,SSVEP
WRONG,2,sub-12,0.3747745752334595,265,ses-03,SSVEP
QUERY_ORACLE,2,sub-12,0.2984943091869354,265,ses-03,SSVEP
POP,2,sub-12,0.28750351071357727,266,ses-02,ERP
MATCH,2,sub-12,0.28491896390914917,266,ses-02,ERP
WRONG,2,sub-12,0.2673751413822174,266,ses-02,ERP
QUERY_ORACLE,2,sub-12,0.27102354168891907,266,ses-02,ERP
POP,2,sub-12,0.2868824601173401,267,ses-02,ERP
MATCH,2,sub-12,0.28480443358421326,267,ses-02,ERP
WRONG,2,sub-12,0.28227731585502625,267,ses-02,ERP
QUERY_ORACLE,2,sub-12,0.273436576128006,267,ses-02,ERP
POP,2,sub-11,0.8377282619476318,268,ses-04,SSVEP
MATCH,2,sub-11,0.43827247619628906,268,ses-04,SSVEP
WRONG,2,sub-11,0.6644976735115051,268,ses-04,SSVEP
QUERY_ORACLE,2,sub-11,0.23267771303653717,268,ses-04,SSVEP
POP,2,sub-14,0.373582124710083,269,ses-02,SSVEP
MATCH,2,sub-14,0.30027157068252563,269,ses-02,SSVEP
WRONG,2,sub-14,0.35413649678230286,269,ses-02,SSVEP
QUERY_ORACLE,2,sub-14,0.2970583736896515,269,ses-02,SSVEP
POP,2,sub-11,0.5095434188842773,270,ses-04,ERP
MATCH,2,sub-11,0.44880446791648865,270,ses-04,ERP
WRONG,2,sub-11,0.4240231513977051,270,ses-04,ERP
QUERY_ORACLE,2,sub-11,0.27985909581184387,270,ses-04,ERP
POP,2,sub-11,0.757297694683075,271,ses-03,SSVEP
MATCH,2,sub-11,0.34980496764183044,271,ses-03,SSVEP
WRONG,2,sub-11,0.6791539788246155,271,ses-03,SSVEP
QUERY_ORACLE,2,sub-11,0.20582346618175507,271,ses-03,SSVEP
POP,2,sub-14,0.36841922998428345,272,ses-02,ERP
MATCH,2,sub-14,0.3295070230960846,272,ses-02,ERP
WRONG,2,sub-14,0.3049551546573639,272,ses-02,ERP
QUERY_ORACLE,2,sub-14,0.3113328516483307,272,ses-02,ERP
POP,2,sub-14,0.3865623474121094,273,ses-02,ERP
MATCH,2,sub-14,0.339212566614151,273,ses-02,ERP
WRONG,2,sub-14,0.29323405027389526,273,ses-02,ERP
QUERY_ORACLE,2,sub-14,0.3010188639163971,273,ses-02,ERP
POP,2,sub-11,0.8072361946105957,274,ses-03,SSVEP
MATCH,2,sub-11,0.36016154289245605,274,ses-03,SSVEP
WRONG,2,sub-11,0.7527770400047302,274,ses-03,SSVEP
QUERY_ORACLE,2,sub-11,0.20161612331867218,274,ses-03,SSVEP
POP,2,sub-12,0.9012782573699951,275,ses-04,SSVEP
MATCH,2,sub-12,0.18603645265102386,275,ses-04,SSVEP
WRONG,2,sub-12,0.8457186222076416,275,ses-04,SSVEP
QUERY_ORACLE,2,sub-12,0.1708909124135971,275,ses-04,SSVEP
POP,2,sub-11,0.4746548533439636,276,ses-02,SSVEP
MATCH,2,sub-11,0.304467111825943,276,ses-02,SSVEP
WRONG,2,sub-11,0.42672401666641235,276,ses-02,SSVEP
QUERY_ORACLE,2,sub-11,0.2481711208820343,276,ses-02,SSVEP
POP,2,sub-14,0.37345030903816223,277,ses-02,SSVEP
MATCH,2,sub-14,0.30583497881889343,277,ses-02,SSVEP
WRONG,2,sub-14,0.34658414125442505,277,ses-02,SSVEP
QUERY_ORACLE,2,sub-14,0.30731329321861267,277,ses-02,SSVEP
POP,2,sub-11,0.43562209606170654,278,ses-03,ERP
MATCH,2,sub-11,0.2951827645301819,278,ses-03,ERP
WRONG,2,sub-11,0.3801116645336151,278,ses-03,ERP
QUERY_ORACLE,2,sub-11,0.26650112867355347,278,ses-03,ERP
POP,2,sub-11,0.6083710789680481,279,ses-04,ERP
MATCH,2,sub-11,0.48508983850479126,279,ses-04,ERP
WRONG,2,sub-11,0.5350013971328735,279,ses-04,ERP
QUERY_ORACLE,2,sub-11,0.2740587294101715,279,ses-04,ERP
POP,2,sub-11,0.5118176937103271,280,ses-04,ERP
MATCH,2,sub-11,0.4170457422733307,280,ses-04,ERP
WRONG,2,sub-11,0.45807522535324097,280,ses-04,ERP
QUERY_ORACLE,2,sub-11,0.28183504939079285,280,ses-04,ERP
POP,2,sub-12,0.3326825499534607,281,ses-02,ERP
MATCH,2,sub-12,0.3180493116378784,281,ses-02,ERP
WRONG,2,sub-12,0.3165573179721832,281,ses-02,ERP
QUERY_ORACLE,2,sub-12,0.2881009876728058,281,ses-02,ERP
POP,2,sub-14,0.5079646110534668,282,ses-03,SSVEP
MATCH,2,sub-14,0.34203124046325684,282,ses-03,SSVEP
WRONG,2,sub-14,0.45789042115211487,282,ses-03,SSVEP
QUERY_ORACLE,2,sub-14,0.26353755593299866,282,ses-03,SSVEP
POP,2,sub-14,0.4388324022293091,283,ses-02,SSVEP
MATCH,2,sub-14,0.386983186006546,283,ses-02,SSVEP
WRONG,2,sub-14,0.41831377148628235,283,ses-02,SSVEP
QUERY_ORACLE,2,sub-14,0.3287959098815918,283,ses-02,SSVEP
POP,2,sub-14,0.844549834728241,284,ses-04,SSVEP
MATCH,2,sub-14,0.22967466711997986,284,ses-04,SSVEP
WRONG,2,sub-14,0.4955484867095947,284,ses-04,SSVEP
QUERY_ORACLE,2,sub-14,0.2347436547279358,284,ses-04,SSVEP
POP,2,sub-14,0.45265936851501465,285,ses-03,SSVEP
MATCH,2,sub-14,0.31575512886047363,285,ses-03,SSVEP
WRONG,2,sub-14,0.38826701045036316,285,ses-03,SSVEP
QUERY_ORACLE,2,sub-14,0.2886867821216583,285,ses-03,SSVEP
POP,2,sub-14,0.4986168146133423,286,ses-03,SSVEP
MATCH,2,sub-14,0.3183024227619171,286,ses-03,SSVEP
WRONG,2,sub-14,0.4448375403881073,286,ses-03,SSVEP
QUERY_ORACLE,2,sub-14,0.25012508034706116,286,ses-03,SSVEP
POP,2,sub-11,0.4733107089996338,287,ses-02,ERP
MATCH,2,sub-11,0.3783636689186096,287,ses-02,ERP
WRONG,2,sub-11,0.4237039089202881,287,ses-02,ERP
QUERY_ORACLE,2,sub-11,0.2725585997104645,287,ses-02,ERP
POP,2,sub-14,0.36895087361335754,288,ses-02,ERP
MATCH,2,sub-14,0.3254595100879669,288,ses-02,ERP
WRONG,2,sub-14,0.3520258665084839,288,ses-02,ERP
QUERY_ORACLE,2,sub-14,0.3087480068206787,288,ses-02,ERP
POP,2,sub-14,0.4204391837120056,289,ses-03,SSVEP
MATCH,2,sub-14,0.2953377068042755,289,ses-03,SSVEP
WRONG,2,sub-14,0.377674400806427,289,ses-03,SSVEP
QUERY_ORACLE,2,sub-14,0.29625311493873596,289,ses-03,SSVEP
POP,2,sub-11,0.8546048402786255,290,ses-04,SSVEP
MATCH,2,sub-11,0.4371964633464813,290,ses-04,SSVEP
WRONG,2,sub-11,0.7075951099395752,290,ses-04,SSVEP
QUERY_ORACLE,2,sub-11,0.24191991984844208,290,ses-04,SSVEP
POP,2,sub-12,0.490929514169693,291,ses-04,ERP
MATCH,2,sub-12,0.3536234200000763,291,ses-04,ERP
WRONG,2,sub-12,0.44208085536956787,291,ses-04,ERP
QUERY_ORACLE,2,sub-12,0.3311740458011627,291,ses-04,ERP
POP,2,sub-14,0.47962480783462524,292,ses-03,ERP
MATCH,2,sub-14,0.30157217383384705,292,ses-03,ERP
WRONG,2,sub-14,0.39865463972091675,292,ses-03,ERP
QUERY_ORACLE,2,sub-14,0.2773236334323883,292,ses-03,ERP
POP,2,sub-12,0.40160587430000305,293,ses-03,SSVEP
MATCH,2,sub-12,0.3472752273082733,293,ses-03,SSVEP
WRONG,2,sub-12,0.36404240131378174,293,ses-03,SSVEP
QUERY_ORACLE,2,sub-12,0.2868039011955261,293,ses-03,SSVEP
POP,2,sub-14,0.3969675302505493,294,ses-02,ERP
MATCH,2,sub-14,0.3419360816478729,294,ses-02,ERP
WRONG,2,sub-14,0.3162442445755005,294,ses-02,ERP
QUERY_ORACLE,2,sub-14,0.3058861494064331,294,ses-02,ERP
POP,2,sub-14,0.37518632411956787,295,ses-02,ERP
MATCH,2,sub-14,0.3367016911506653,295,ses-02,ERP
WRONG,2,sub-14,0.3124297857284546,295,ses-02,ERP
QUERY_ORACLE,2,sub-14,0.3150053024291992,295,ses-02,ERP
POP,2,sub-14,0.3785688877105713,296,ses-02,SSVEP
MATCH,2,sub-14,0.3248347043991089,296,ses-02,SSVEP
WRONG,2,sub-14,0.34496578574180603,296,ses-02,SSVEP
QUERY_ORACLE,2,sub-14,0.327207088470459,296,ses-02,SSVEP
POP,2,sub-14,0.9078417420387268,297,ses-04,SSVEP
MATCH,2,sub-14,0.2666183412075043,297,ses-04,SSVEP
WRONG,2,sub-14,0.6995435953140259,297,ses-04,SSVEP
QUERY_ORACLE,2,sub-14,0.21988780796527863,297,ses-04,SSVEP
POP,2,sub-11,0.5289703607559204,298,ses-02,SSVEP
MATCH,2,sub-11,0.30626681447029114,298,ses-02,SSVEP
WRONG,2,sub-11,0.49226513504981995,298,ses-02,SSVEP
QUERY_ORACLE,2,sub-11,0.2465066909790039,298,ses-02,SSVEP
POP,2,sub-12,0.4826040267944336,299,ses-04,ERP
MATCH,2,sub-12,0.3509666323661804,299,ses-04,ERP
WRONG,2,sub-12,0.4301642179489136,299,ses-04,ERP
QUERY_ORACLE,2,sub-12,0.3323532044887543,299,ses-04,ERP
POP,2,sub-14,0.8778091669082642,300,ses-04,SSVEP
MATCH,2,sub-14,0.2766838073730469,300,ses-04,SSVEP
WRONG,2,sub-14,0.5461409091949463,300,ses-04,SSVEP
QUERY_ORACLE,2,sub-14,0.27078351378440857,300,ses-04,SSVEP
POP,2,sub-14,0.5306044816970825,301,ses-03,ERP
MATCH,2,sub-14,0.2539559304714203,301,ses-03,ERP
WRONG,2,sub-14,0.4414466619491577,301,ses-03,ERP
QUERY_ORACLE,2,sub-14,0.23436607420444489,301,ses-03,ERP
POP,2,sub-14,0.4561937153339386,302,ses-02,ERP
MATCH,2,sub-14,0.38653042912483215,302,ses-02,ERP
WRONG,2,sub-14,0.3977702558040619,302,ses-02,ERP
QUERY_ORACLE,2,sub-14,0.2964238226413727,302,ses-02,ERP
POP,2,sub-14,0.3762083947658539,303,ses-03,ERP
MATCH,2,sub-14,0.3092176020145416,303,ses-03,ERP
WRONG,2,sub-14,0.3356459438800812,303,ses-03,ERP
QUERY_ORACLE,2,sub-14,0.2899068593978882,303,ses-03,ERP
POP,2,sub-14,0.3738016188144684,304,ses-03,ERP
MATCH,2,sub-14,0.3106004595756531,304,ses-03,ERP
WRONG,2,sub-14,0.30752918124198914,304,ses-03,ERP
QUERY_ORACLE,2,sub-14,0.289313405752182,304,ses-03,ERP
POP,2,sub-12,0.0,305,ses-03,SSVEP
MATCH,2,sub-12,0.0,305,ses-03,SSVEP
WRONG,2,sub-12,0.0,305,ses-03,SSVEP
QUERY_ORACLE,2,sub-12,0.0,305,ses-03,SSVEP
POP,2,sub-14,0.8328740000724792,306,ses-04,SSVEP
MATCH,2,sub-14,0.28612133860588074,306,ses-04,SSVEP
WRONG,2,sub-14,0.6070536375045776,306,ses-04,SSVEP
QUERY_ORACLE,2,sub-14,0.220884308218956,306,ses-04,SSVEP
POP,2,sub-14,0.532508373260498,307,ses-02,ERP
MATCH,2,sub-14,0.45574405789375305,307,ses-02,ERP
